fighter_name,fight_record,wins_by_knockout,wins_by_submission,first_round_finishes,striking_accuracy,sig_strikes_landed,sig_strikes_attempted,takedown_accuracy,takedowns_landed,takedowns_attempted,sig_strikes_landed_per_min,sig_strikes_absorbed_per_min,takedown_avg_per_15min,submission_avg_per_15min,sig_strike_defense,takedown_defense,knockdown_avg,average_fight_time,sig_str_pos_standing_count,sig_str_pos_standing_pct,sig_str_pos_clinch_count,sig_str_pos_clinch_pct,sig_str_pos_ground_count,sig_str_pos_ground_pct,sig_str_target_head_count,sig_str_target_head_pct,sig_str_target_body_count,sig_str_target_body_pct,sig_str_target_leg_count,sig_str_target_leg_pct,win_ko_count,win_ko_pct,win_dec_count,win_dec_pct,win_sub_count,win_sub_pct,source_url,division,Striking accuracy_pct,Striking defense_pct,Striking volume_pct,Takedown accuracy_pct,Takedown defense_pct,Takedown volume_pct,Submission threat_pct,Knockout power_pct
KEVIN CHRISTIAN,1-0-0,,,,35%,7.0,20.0,,,,0.75,1.83,0.0,3.23,55%,50%,0.0,09:17,6.0,86%,0.0,0%,1.0,14%,57.0,57%,29.0,14%,29.0,29%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/kevin-christian,Light Heavyweight,9.523809523809524,74.60317460317461,3.1746031746031744,,21.296296296296298,19.841269841269842,98.4126984126984,21.428571428571427
KHALIL ROUNTREE JR.,15-7-0,9.0,,7.0,41%,680.0,1673.0,,,,3.88,4.33,0.0,0.09,50%,59%,1.2,09:44,617.0,91%,36.0,5%,27.0,4%,375.0,55%,162.0,24%,143.0,21%,9.0,60%,6.0,40%,0.0,0%,https://www.ufc.com/athlete/khalil-rountree-jr,Light Heavyweight,15.079365079365079,46.82539682539682,51.587301587301596,,34.25925925925926,19.841269841269842,61.904761904761905,88.88888888888889
LUKASZ SUDOLSKI,0-1-0,,,,68%,21.0,31.0,,,,5.7,4.89,0.0,0.0,28%,100%,0.0,03:41,9.0,43%,12.0,57%,0.0,0%,48.0,38%,48.0,48%,14.0,14%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/lukasz-sudolski,Light Heavyweight,92.06349206349206,7.936507936507936,87.3015873015873,,90.74074074074075,19.841269841269842,30.158730158730158,21.428571428571427
MAGOMED ANKALAEV,21-2-1,11.0,,6.0,53%,690.0,1308.0,22%,,45.0,3.65,2.59,0.79,0.0,56%,88%,0.56,11:49,490.0,71%,73.0,11%,127.0,18%,383.0,56%,189.0,27%,118.0,17%,11.0,52%,10.0,48%,0.0,0%,https://www.ufc.com/athlete/magomed-ankalaev,Light Heavyweight,59.523809523809526,79.36507936507937,41.269841269841265,29.347826086956523,77.77777777777779,65.07936507936508,30.158730158730158,65.07936507936508
MARCIN PRACHNIO,17-9-0,11.0,,11.0,55%,593.0,1087.0,20%,,5.0,5.52,3.15,0.14,0.0,55%,53%,0.14,09:46,495.0,83%,95.0,16%,3.0,1%,201.0,30%,216.0,34%,216.0,36%,11.0,65%,5.0,29%,1.0,6%,https://www.ufc.com/athlete/marcin-prachnio,Light Heavyweight,69.84126984126983,74.60317460317461,84.12698412698413,25.0,26.851851851851855,41.269841269841265,30.158730158730158,42.857142857142854
MARCOS BRIGAGAO,0-0-0,,,,43%,46.0,106.0,0%,,1.0,3.07,3.27,0.0,0.0,26%,36%,0.0,15:00,36.0,78%,10.0,22%,0.0,0%,54.0,54%,35.0,35%,11.0,11%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/marcos-brigagao,Light Heavyweight,20.634920634920633,6.349206349206349,30.158730158730158,8.695652173913043,11.11111111111111,19.841269841269842,30.158730158730158,21.428571428571427
ANTON TURKALJ,8-4-0,5.0,2.0,5.0,43%,118.0,275.0,41%,,39.0,2.45,3.42,4.98,0.0,54%,17%,0.0,09:38,94.0,80%,15.0,13%,9.0,8%,71.0,60%,25.0,19%,63.0,21%,5.0,63%,1.0,13%,2.0,25%,https://www.ufc.com/athlete/meyson-dzhons-2,Light Heavyweight,20.634920634920633,66.66666666666666,20.634920634920633,65.21739130434783,1.8518518518518516,100.0,30.158730158730158,21.428571428571427
MODESTAS BUKAUSKAS,19-6-0,11.0,3.0,8.0,44%,335.0,767.0,67%,,3.0,3.32,3.93,0.3,0.15,51%,80%,0.15,09:11,285.0,85%,31.0,9%,19.0,6%,241.0,72%,58.0,17%,58.0,11%,11.0,58%,5.0,26%,3.0,16%,https://www.ufc.com/athlete/modestas-bukauskas,Light Heavyweight,25.396825396825395,53.17460317460318,33.33333333333333,95.65217391304348,65.74074074074075,46.03174603174603,68.25396825396825,44.44444444444444
MURTAZA TALHA,0-2-0,,,,58%,55.0,95.0,0%,,10.0,4.29,7.09,0.0,0.0,32%,100%,0.0,06:25,30.0,55%,25.0,45%,0.0,0%,89.0,89%,11.0,11%,0.0,0%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/murtaza-talha,Light Heavyweight,80.15873015873017,9.523809523809524,61.904761904761905,8.695652173913043,90.74074074074075,19.841269841269842,30.158730158730158,21.428571428571427
NASRUDIN NASRUDINOV,0-1-0,,,,88%,7.0,8.0,50%,,2.0,1.03,0.29,2.2,0.0,75%,40%,0.0,06:49,4.0,57%,0.0,0%,3.0,43%,86.0,86%,14.0,14%,0.0,0%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/nasrudin-nasrudinov,Light Heavyweight,98.4126984126984,98.4126984126984,4.761904761904762,81.52173913043478,13.88888888888889,84.12698412698413,30.158730158730158,21.428571428571427
NAVAJO STIRLING,8-0-0,4.0,,2.0,52%,321.0,614.0,29%,,14.0,6.13,2.6,1.15,0.0,59%,75%,0.57,13:05,273.0,85%,24.0,7%,24.0,7%,147.0,46%,113.0,35%,61.0,19%,4.0,50%,4.0,50%,0.0,0%,https://www.ufc.com/athlete/navajo-stirling,Light Heavyweight,53.96825396825397,87.3015873015873,90.47619047619048,42.391304347826086,57.407407407407405,73.01587301587301,30.158730158730158,67.46031746031747
NICOLAE NEGUMEREANU,13-2-0,8.0,3.0,6.0,41%,210.0,510.0,29%,,14.0,3.58,5.56,1.02,0.0,39%,63%,0.0,09:46,155.0,74%,49.0,23%,6.0,3%,158.0,75%,32.0,10%,62.0,15%,8.0,62%,2.0,15%,3.0,23%,https://www.ufc.com/athlete/nicolae-negumereanu,Light Heavyweight,15.079365079365079,15.873015873015872,39.682539682539684,42.391304347826086,42.592592592592595,69.84126984126983,30.158730158730158,21.428571428571427
NIKITA KRYLOV,30-11-0,12.0,16.0,23.0,55%,566.0,1035.0,38%,1.0,50.0,4.31,2.58,2.17,1.37,45%,53%,0.57,06:34,299.0,53%,145.0,26%,122.0,22%,360.0,64%,132.0,23%,74.0,13%,12.0,40%,2.0,7%,16.0,53%,https://www.ufc.com/athlete/nikita-krylov,Light Heavyweight,69.84126984126983,30.952380952380953,63.49206349206349,63.04347826086957,26.851851851851855,81.74603174603175,92.06349206349206,67.46031746031747
