fighter_name,fight_record,wins_by_knockout,wins_by_submission,first_round_finishes,striking_accuracy,sig_strikes_landed,sig_strikes_attempted,takedown_accuracy,takedowns_landed,takedowns_attempted,sig_strikes_landed_per_min,sig_strikes_absorbed_per_min,takedown_avg_per_15min,submission_avg_per_15min,sig_strike_defense,takedown_defense,knockdown_avg,average_fight_time,sig_str_pos_standing_count,sig_str_pos_standing_pct,sig_str_pos_clinch_count,sig_str_pos_clinch_pct,sig_str_pos_ground_count,sig_str_pos_ground_pct,sig_str_target_head_count,sig_str_target_head_pct,sig_str_target_body_count,sig_str_target_body_pct,sig_str_target_leg_count,sig_str_target_leg_pct,win_ko_count,win_ko_pct,win_dec_count,win_dec_pct,win_sub_count,win_sub_pct,source_url,division,Striking accuracy_pct,Striking defense_pct,Striking volume_pct,Takedown accuracy_pct,Takedown defense_pct,Takedown volume_pct,Submission threat_pct,Knockout power_pct
HAMDY ABDELWAHAB,6-1-0,5.0,,4.0,49%,157.0,320.0,67%,3.0,6.0,3.49,4.49,1.33,0.0,52%,100%,0.33,15:00,125.0,80%,2.0,1%,30.0,19%,110.0,70%,29.0,11%,100.0,18%,5.0,100%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/hamdy-abdelwahab,Heavyweight,46.49122807017544,61.40350877192983,44.827586206896555,87.2340425531915,92.10526315789474,65.51724137931035,32.758620689655174,65.51724137931035
HENRIQUE DA SILVA LOPES,0-0-0,,,,,,,,,,,,,,,,,00:00,0.0,0,0.0,0,0.0,0,0.0,0%,0.0,0%,0.0,0%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/henrique-da-silva-lopes,Heavyweight,,,,,,,,
JAILTON ALMEIDA,22-3-0,8.0,13.0,16.0,66%,179.0,273.0,60%,2.0,50.0,2.62,0.89,6.58,2.41,42%,60%,0.0,06:50,18.0,10%,7.0,4%,154.0,86%,164.0,92%,10.0,6%,36.0,3%,8.0,36%,1.0,5%,13.0,59%,https://www.ufc.com/athlete/jailton-almeida,Heavyweight,93.85964912280701,28.07017543859649,31.03448275862069,78.72340425531915,40.78947368421053,98.27586206896551,100.0,25.862068965517242
JAKE COLLIER,13-10-0,5.0,4.0,7.0,44%,862.0,1947.0,33%,3.0,21.0,5.8,5.08,0.71,0.61,51%,68%,0.3,10:36,738.0,86%,94.0,11%,30.0,3%,574.0,67%,169.0,20%,119.0,14%,5.0,38%,4.0,31%,4.0,31%,https://www.ufc.com/athlete/jake-collier,Heavyweight,22.807017543859647,52.63157894736842,86.20689655172413,53.191489361702125,52.63157894736842,53.44827586206896,88.79310344827587,63.793103448275865
JHONATA DINIZ,9-1-0,7.0,,6.0,57%,231.0,406.0,,,,4.58,3.71,0.0,0.0,60%,78%,0.89,10:05,217.0,94%,8.0,3%,6.0,3%,175.0,76%,43.0,6%,78.0,19%,7.0,78%,2.0,22%,0.0,0%,https://www.ufc.com/athlete/jhonata-diniz,Heavyweight,70.17543859649122,91.22807017543859,70.6896551724138,,71.05263157894737,19.82758620689655,32.758620689655174,84.48275862068965
JON JONES,28-1-0,11.0,7.0,,59%,1564.0,2655.0,46%,36.0,98.0,4.38,2.24,1.89,0.46,64%,95%,0.25,14:52,1012.0,65%,250.0,16%,302.0,19%,759.0,49%,430.0,24%,430.0,27%,11.0,39%,10.0,36%,7.0,25%,https://www.ufc.com/athlete/jon-jones,Heavyweight,78.0701754385965,94.73684210526315,62.06896551724138,65.95744680851064,81.57894736842105,81.03448275862068,82.75862068965517,60.3448275862069
JONATHAN CORREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ufc.com/athlete/jonathan-correa,Heavyweight,,,,,,,,
JORDAN JACKSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ufc.com/athlete/jordan-jackson,Heavyweight,,,,,,,,
JOSH APPELT,15-7-0,,,,40%,6.0,15.0,0%,,1.0,1.35,11.5,0.0,0.0,33%,33%,0.0,04:26,4.0,67%,2.0,33%,0.0,0%,50.0,50%,33.0,33%,17.0,17%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/josh-appelt,Heavyweight,14.912280701754385,10.526315789473683,10.344827586206897,12.76595744680851,10.526315789473683,19.82758620689655,32.758620689655174,25.862068965517242
JOSH HOKIT,1-0-0,,,,77%,27.0,35.0,46%,,13.0,4.43,1.15,14.75,0.0,56%,,0.0,06:06,2.0,7%,0.0,0%,25.0,93%,100.0,100%,0.0,0%,0.0,0%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/josh-hokit,Heavyweight,100.0,78.94736842105263,64.65517241379311,65.95744680851064,,100.0,32.758620689655174,25.862068965517242
JOSH PARISIAN,15-8-0,11.0,2.0,8.0,48%,347.0,716.0,33%,1.0,15.0,4.55,4.88,0.98,0.2,41%,46%,0.39,08:28,240.0,69%,74.0,21%,33.0,10%,204.0,59%,105.0,30%,73.0,11%,11.0,73%,2.0,13%,2.0,13%,https://www.ufc.com/athlete/josh-parisian,Heavyweight,39.473684210526315,22.807017543859647,68.96551724137932,53.191489361702125,21.052631578947366,56.896551724137936,68.96551724137932,73.27586206896551
KEIFER ROBERTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ufc.com/athlete/keifer-roberts,Heavyweight,,,,,,,,
KENNEDY NZECHUKWU,14-6-0,10.0,,4.0,47%,721.0,1542.0,45%,,11.0,5.33,4.89,0.55,0.22,52%,81%,0.44,08:27,576.0,80%,79.0,11%,66.0,9%,602.0,83%,112.0,16%,71.0,1%,10.0,71%,3.0,21%,1.0,7%,https://www.ufc.com/athlete/kennedy-nzechukwu,Heavyweight,33.33333333333333,61.40350877192983,79.3103448275862,61.702127659574465,73.68421052631578,44.827586206896555,71.55172413793103,75.86206896551724
LORENZO HOOD,0-1-0,,,,62%,13.0,21.0,,,,2.64,4.66,0.0,0.0,12%,100%,0.0,04:56,9.0,69%,4.0,31%,0.0,0%,62.0,62%,23.0,23%,15.0,15%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/kerol-rosa-0,Heavyweight,89.47368421052632,1.7543859649122806,32.758620689655174,,92.10526315789474,19.82758620689655,32.758620689655174,25.862068965517242
KEVIN SZAFLARSKI,0-1-0,,,,28%,17.0,60.0,0%,,7.0,1.13,8.07,0.0,0.0,30%,,0.0,15:00,17.0,100%,0.0,0%,0.0,0%,94.0,94%,6.0,6%,0.0,0%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/kevin-szaflarski,Heavyweight,1.7543859649122806,8.771929824561402,6.896551724137931,12.76595744680851,,19.82758620689655,32.758620689655174,25.862068965517242
KYLE NOBLITT,0-0-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ufc.com/athlete/kyle-noblitt,Heavyweight,,,,,,,,
LOGAN GREENHALGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ufc.com/athlete/logan-greenhalgh,Heavyweight,,,,,,,,
LOUIE SUTHERLAND,10-3-0,8.0,,7.0,,,,,,,,,,,,,,00:00,0.0,0,0.0,0,0.0,0,0.0,0%,0.0,0%,80.0,0%,8.0,80%,2.0,20%,0.0,0%,https://www.ufc.com/athlete/louie-sutherland,Heavyweight,,,,,,,,
