fighter_name,fight_record,wins_by_knockout,wins_by_submission,first_round_finishes,striking_accuracy,sig_strikes_landed,sig_strikes_attempted,takedown_accuracy,takedowns_landed,takedowns_attempted,sig_strikes_landed_per_min,sig_strikes_absorbed_per_min,takedown_avg_per_15min,submission_avg_per_15min,sig_strike_defense,takedown_defense,knockdown_avg,average_fight_time,sig_str_pos_standing_count,sig_str_pos_standing_pct,sig_str_pos_clinch_count,sig_str_pos_clinch_pct,sig_str_pos_ground_count,sig_str_pos_ground_pct,sig_str_target_head_count,sig_str_target_head_pct,sig_str_target_body_count,sig_str_target_body_pct,sig_str_target_leg_count,sig_str_target_leg_pct,win_ko_count,win_ko_pct,win_dec_count,win_dec_pct,win_sub_count,win_sub_pct,source_url,division,Striking accuracy_pct,Striking defense_pct,Striking volume_pct,Takedown accuracy_pct,Takedown defense_pct,Takedown volume_pct,Submission threat_pct,Knockout power_pct
JOE PYFER,15-3-0,9.0,4.0,7.0,43%,255.0,587.0,33%,,18.0,3.47,3.05,1.23,1.02,54%,50%,1.23,08:10,229.0,90%,5.0,2%,21.0,8%,168.0,66%,61.0,24%,60.0,10%,9.0,60%,2.0,13%,4.0,27%,https://www.ufc.com/athlete/joe-pyfer,Middleweight,25.247524752475247,70.58823529411765,43.13725490196079,47.12643678160919,18.51851851851852,56.86274509803921,80.3921568627451,88.23529411764706
JOSE DANIEL MEDINA,11-6-0,8.0,2.0,6.0,37%,82.0,223.0,33%,1.0,3.0,2.16,5.07,0.4,0.0,47%,28%,0.0,09:28,72.0,88%,5.0,6%,5.0,6%,62.0,62%,22.0,22%,73.0,16%,8.0,73%,1.0,9%,2.0,18%,https://www.ufc.com/athlete/jose-daniel-medina,Middleweight,11.386138613861387,34.80392156862745,19.607843137254903,47.12643678160919,3.7037037037037033,33.33333333333333,22.54901960784314,21.568627450980394
JUNYONG PARK,19-6-0,5.0,6.0,5.0,51%,664.0,1307.0,43%,,42.0,4.59,3.59,1.87,0.93,54%,58%,0.1,12:04,547.0,82%,50.0,8%,67.0,10%,542.0,82%,69.0,8%,69.0,10%,5.0,26%,8.0,42%,6.0,32%,https://www.ufc.com/athlete/jun-yong-park,Middleweight,57.42574257425742,70.58823529411765,69.11764705882352,68.39080459770115,29.01234567901235,71.56862745098039,75.49019607843137,44.11764705882353
KELVIN GASTELUM,21-10-0,6.0,6.0,7.0,42%,1260.0,2975.0,34%,9.0,67.0,3.67,3.53,1.01,0.09,57%,60%,0.44,13:43,1074.0,85%,108.0,9%,78.0,6%,820.0,65%,229.0,18%,211.0,17%,6.0,29%,9.0,43%,6.0,29%,https://www.ufc.com/athlete/kelvin-gastelum,Middleweight,20.792079207920793,79.41176470588235,47.05882352941176,51.724137931034484,33.33333333333333,50.98039215686274,46.568627450980394,71.56862745098039
KHADZHIMURAT BESTAEV,0-1-0,,,,30%,8.0,27.0,,,,6.15,10.0,0.0,0.0,43%,,0.0,01:18,8.0,100%,0.0,0%,0.0,0%,63.0,63%,25.0,13%,25.0,25%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/khadzhimurat-bestaev,Middleweight,4.9504950495049505,26.47058823529412,87.25490196078431,,,13.23529411764706,22.54901960784314,21.568627450980394
KHAMZAT CHIMAEV,15-0-0,6.0,6.0,9.0,61%,298.0,490.0,55%,4.0,47.0,4.04,2.32,5.29,1.83,43%,86%,0.41,08:11,125.0,42%,11.0,4%,162.0,54%,249.0,84%,26.0,8%,40.0,9%,6.0,40%,3.0,20%,6.0,40%,https://www.ufc.com/athlete/khamzat-chimaev,Middleweight,89.10891089108911,26.47058823529412,56.86274509803921,83.9080459770115,77.77777777777779,91.17647058823529,95.09803921568627,67.64705882352942
ALIASKHAB KHIZRIEV,14-0-0,5.0,5.0,8.0,64%,48.0,75.0,60%,2.0,5.0,6.01,4.38,5.64,3.76,62%,100%,0.0,02:40,38.0,79%,2.0,4%,8.0,17%,69.0,69%,21.0,21%,36.0,10%,5.0,36%,4.0,29%,5.0,36%,https://www.ufc.com/athlete/khorkhe-gonzalez-0,Middleweight,95.04950495049505,95.58823529411765,86.27450980392157,87.93103448275862,93.82716049382715,92.15686274509804,100.0,21.568627450980394
ALBERT DURAEV,16-5-0,3.0,9.0,7.0,40%,159.0,393.0,29%,1.0,24.0,2.99,3.01,1.97,0.56,60%,67%,0.0,10:39,115.0,72%,1.0,1%,43.0,27%,98.0,62%,43.0,11%,43.0,27%,3.0,20%,3.0,20%,9.0,60%,https://www.ufc.com/athlete/kori-makkenna-8,Middleweight,16.831683168316832,90.19607843137256,31.372549019607842,36.206896551724135,46.913580246913575,72.54901960784314,65.68627450980392,21.568627450980394
KYLE DAUKAUS,16-4-0,2.0,11.0,7.0,53%,255.0,481.0,26%,9.0,43.0,3.25,2.93,2.11,1.91,43%,83%,0.19,08:43,160.0,63%,35.0,14%,60.0,24%,185.0,73%,41.0,16%,29.0,11%,2.0,13%,3.0,19%,11.0,69%,https://www.ufc.com/athlete/kyle-daukaus,Middleweight,66.33663366336634,26.47058823529412,35.78431372549019,31.03448275862069,75.30864197530865,75.0,96.07843137254902,49.01960784313725
LEON ALIU,0-1-0,,,,50%,10.0,20.0,0%,,1.0,6.32,10.11,0.0,0.0,38%,,0.0,01:35,7.0,70%,3.0,30%,0.0,0%,40.0,10%,50.0,40%,50.0,50%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/leon-aliu,Middleweight,50.99009900990099,16.176470588235293,89.2156862745098,6.896551724137931,,13.23529411764706,22.54901960784314,21.568627450980394
