fighter_name,fight_record,wins_by_knockout,wins_by_submission,first_round_finishes,striking_accuracy,sig_strikes_landed,sig_strikes_attempted,takedown_accuracy,takedowns_landed,takedowns_attempted,sig_strikes_landed_per_min,sig_strikes_absorbed_per_min,takedown_avg_per_15min,submission_avg_per_15min,sig_strike_defense,takedown_defense,knockdown_avg,average_fight_time,sig_str_pos_standing_count,sig_str_pos_standing_pct,sig_str_pos_clinch_count,sig_str_pos_clinch_pct,sig_str_pos_ground_count,sig_str_pos_ground_pct,sig_str_target_head_count,sig_str_target_head_pct,sig_str_target_body_count,sig_str_target_body_pct,sig_str_target_leg_count,sig_str_target_leg_pct,win_ko_count,win_ko_pct,win_dec_count,win_dec_pct,win_sub_count,win_sub_pct,source_url,division,Striking accuracy_pct,Striking defense_pct,Striking volume_pct,Takedown accuracy_pct,Takedown defense_pct,Takedown volume_pct,Submission threat_pct,Knockout power_pct
DANIEL RODRIGUEZ,20-5-0,9.0,4.0,5.0,49%,1278.0,2602.0,50%,,12.0,7.2,5.4,0.51,0.08,58%,64%,0.59,11:50,1204.0,94%,25.0,2%,49.0,4%,797.0,62%,255.0,20%,226.0,18%,9.0,45%,7.0,35%,4.0,20%,https://www.ufc.com/athlete/daniel-rodriguez,Welterweight,54.24528301886793,74.76190476190476,93.39622641509435,80.31914893617021,45.3125,33.0188679245283,48.113207547169814,66.0377358490566
DANIIL DONCHENKO,13-2-0,9.0,2.0,5.0,57%,39.0,68.0,33%,1.0,3.0,8.76,2.25,3.37,0.0,72%,75%,3.37,04:27,23.0,59%,6.0,15%,10.0,26%,74.0,74%,21.0,21%,69.0,5%,9.0,69%,2.0,15%,2.0,15%,https://www.ufc.com/athlete/daniil-donchenko,Welterweight,84.90566037735849,99.04761904761905,95.28301886792453,43.08510638297872,71.35416666666666,91.0377358490566,23.58490566037736,97.16981132075472
DARRIUS FLOWERS,12-8-1,9.0,,7.0,50%,94.0,189.0,29%,1.0,7.0,3.07,5.49,0.98,0.0,44%,64%,0.0,07:39,81.0,86%,9.0,10%,4.0,4%,46.0,46%,32.0,22%,75.0,32%,9.0,75%,3.0,25%,0.0,0%,https://www.ufc.com/athlete/darrius-flowers,Welterweight,59.905660377358494,16.666666666666664,22.641509433962266,36.17021276595745,45.3125,47.16981132075472,23.58490566037736,15.566037735849056
DEVIN SMYTH,0-0-0,,,,68%,39.0,57.0,27%,,15.0,2.6,6.73,4.0,0.0,25%,100%,0.0,15:00,1.0,3%,31.0,79%,7.0,18%,51.0,51%,36.0,36%,13.0,13%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/devin-smyth,Welterweight,97.16981132075472,1.9047619047619049,16.037735849056602,32.4468085106383,94.79166666666666,96.69811320754717,23.58490566037736,15.566037735849056
JUSTIN BURLINSON,0-1-0,,,,40%,2.0,5.0,,,,1.24,3.09,0.0,9.28,62%,100%,0.0,01:37,1.0,50%,1.0,50%,0.0,0%,100.0,100%,0.0,0%,0.0,0%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/dzhastin-byorlinson,Welterweight,14.150943396226415,90.47619047619048,4.716981132075472,,94.79166666666666,12.264150943396226,100.0,15.566037735849056
JACK DELLA MADDALENA,18-2-0,12.0,2.0,8.0,,,,,,,,,,,,,,00:00,0.0,0,0.0,0,0.0,0,0.0,0%,0.0,0%,67.0,0%,12.0,67%,4.0,22%,2.0,11%,https://www.ufc.com/athlete/dzhek-della-maddalena,Welterweight,,,,,,,,
ELIZEU ZALESKI DOS SANTOS,25-10-1,15.0,3.0,11.0,42%,868.0,2071.0,21%,2.0,53.0,4.16,3.56,0.79,0.43,56%,67%,0.14,11:36,631.0,73%,171.0,20%,66.0,8%,499.0,57%,198.0,23%,171.0,20%,15.0,60%,7.0,28%,3.0,12%,https://www.ufc.com/athlete/elizeu-dos-santos,Welterweight,21.69811320754717,65.71428571428571,53.301886792452834,19.680851063829788,51.041666666666664,40.09433962264151,64.62264150943396,36.79245283018868
FELIX KLINKHAMMER,0-0-0,,,,,,,,,,,,,,,,,00:00,0.0,0,0.0,0,0.0,0,0.0,0%,0.0,0%,0.0,0%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/felix-klinkhammer,Welterweight,,,,,,,,
FRANCISCO PRADO,12-4-0,6.0,6.0,9.0,44%,262.0,601.0,19%,,21.0,4.09,4.95,0.94,0.47,55%,50%,0.23,12:49,214.0,82%,19.0,7%,29.0,11%,130.0,50%,76.0,21%,76.0,29%,6.0,50%,0.0,0%,6.0,50%,https://www.ufc.com/athlete/francisco-prado,Welterweight,33.490566037735846,59.523809523809526,51.41509433962265,18.085106382978726,20.3125,43.39622641509434,67.9245283018868,43.86792452830189
GEOFF NEAL,16-7-0,10.0,2.0,7.0,51%,697.0,1365.0,45%,,11.0,5.05,5.48,0.54,0.11,57%,88%,0.98,09:52,569.0,82%,76.0,11%,52.0,7%,593.0,85%,61.0,9%,63.0,6%,10.0,63%,4.0,25%,2.0,13%,https://www.ufc.com/athlete/geoff-neal,Welterweight,66.0377358490566,70.47619047619048,77.35849056603774,75.0,81.25,34.90566037735849,50.943396226415096,85.84905660377359
GILBERT BURNS,22-9-0,6.0,9.0,11.0,48%,934.0,1933.0,38%,13.0,111.0,3.15,3.64,2.12,0.46,52%,54%,0.2,12:21,698.0,75%,98.0,10%,138.0,15%,555.0,59%,206.0,22%,173.0,19%,6.0,27%,7.0,32%,9.0,41%,https://www.ufc.com/athlete/gilbert-burns,Welterweight,50.943396226415096,46.666666666666664,25.0,54.25531914893617,27.083333333333332,76.41509433962264,66.98113207547169,40.56603773584906
GUNNAR NELSON,19-6-1,4.0,13.0,12.0,61%,292.0,477.0,52%,10.0,42.0,1.77,3.06,2.0,1.0,49%,68%,0.09,10:20,148.0,51%,31.0,11%,113.0,39%,222.0,76%,47.0,16%,23.0,8%,4.0,21%,2.0,11%,13.0,68%,https://www.ufc.com/athlete/gunnar-nelson,Welterweight,90.56603773584906,30.0,8.49056603773585,83.51063829787235,54.6875,74.05660377358491,90.09433962264151,34.90566037735849
ISLAM DULATOV,12-1-0,8.0,4.0,11.0,55%,60.0,110.0,100%,,1.0,8.78,4.24,2.2,0.0,50%,100%,4.39,03:25,46.0,77%,8.0,13%,6.0,10%,82.0,82%,17.0,17%,67.0,2%,8.0,67%,0.0,0%,4.0,33%,https://www.ufc.com/athlete/islam-dulatov,Welterweight,80.18867924528303,35.23809523809524,96.22641509433963,96.80851063829788,94.79166666666666,78.30188679245283,23.58490566037736,98.11320754716981
ISLAM MAKHACHEV,27-1-0,5.0,13.0,,59%,455.0,773.0,54%,13.0,69.0,2.63,1.55,3.2,1.13,61%,91%,0.35,10:12,258.0,57%,86.0,19%,111.0,24%,330.0,73%,108.0,24%,19.0,4%,5.0,19%,9.0,33%,13.0,48%,https://www.ufc.com/athlete/islam-makhachev,Welterweight,87.26415094339622,87.61904761904762,17.92452830188679,86.70212765957447,87.5,88.67924528301887,91.50943396226415,51.886792452830186
JACOBE SMITH,11-0-0,8.0,,7.0,67%,113.0,169.0,90%,,10.0,6.21,2.86,7.42,0.82,47%,100%,0.82,06:04,44.0,39%,6.0,5%,63.0,56%,96.0,85%,9.0,7%,73.0,8%,8.0,73%,2.0,18%,1.0,9%,https://www.ufc.com/athlete/jacobe-smith,Welterweight,95.75471698113208,23.809523809523807,87.73584905660378,92.5531914893617,94.79166666666666,100.0,83.01886792452831,81.60377358490565
JAKE MATTHEWS,22-8-0,6.0,8.0,4.0,44%,870.0,1983.0,42%,17.0,60.0,3.34,2.62,1.44,0.75,60%,64%,0.29,11:20,615.0,71%,67.0,8%,188.0,22%,619.0,71%,152.0,17%,99.0,11%,6.0,27%,8.0,36%,8.0,36%,https://www.ufc.com/athlete/jake-matthews,Welterweight,33.490566037735846,83.80952380952381,29.245283018867923,64.8936170212766,45.3125,60.37735849056604,79.24528301886792,49.528301886792455
JAMES KRAUSE,28-9-0,8.0,14.0,,50%,821.0,1653.0,18%,7.0,60.0,4.79,4.11,0.96,0.87,62%,60%,0.26,11:26,745.0,91%,49.0,6%,27.0,3%,596.0,73%,121.0,15%,104.0,13%,8.0,30%,5.0,19%,14.0,52%,https://www.ufc.com/athlete/james-krause,Welterweight,59.905660377358494,90.47619047619048,70.75471698113208,17.02127659574468,38.54166666666667,44.339622641509436,85.84905660377359,47.16981132075472
JEAN PAUL LEBOSNOYANI,1-0-0,,,,79%,11.0,14.0,0%,,1.0,9.71,5.29,0.0,0.0,65%,,13.24,01:08,11.0,100%,0.0,0%,0.0,0%,36.0,36%,36.0,36%,27.0,27%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/jean-paul-lebosnoyani,Welterweight,100.0,94.76190476190476,99.05660377358491,7.446808510638298,,12.264150943396226,23.58490566037736,100.0
JEREMIAH WELLS,12-4-1,5.0,4.0,5.0,43%,129.0,297.0,44%,1.0,25.0,2.41,1.31,3.08,0.84,49%,80%,0.56,08:55,64.0,50%,5.0,4%,60.0,47%,110.0,85%,19.0,15%,42.0,0%,5.0,42%,3.0,25%,4.0,33%,https://www.ufc.com/athlete/jeremiah-wells,Welterweight,26.88679245283019,30.0,14.150943396226415,71.80851063829788,73.95833333333334,86.32075471698113,84.90566037735849,62.264150943396224
JOAQUIN BUCKLEY,21-7-0,15.0,,4.0,37%,718.0,1957.0,45%,7.0,42.0,3.88,2.93,1.54,0.08,59%,72%,0.73,11:33,539.0,75%,42.0,6%,137.0,19%,447.0,62%,200.0,28%,71.0,10%,15.0,71%,6.0,29%,0.0,0%,https://www.ufc.com/athlete/joaquin-buckley,Welterweight,7.0754716981132075,79.04761904761905,43.86792452830189,75.0,63.020833333333336,63.67924528301887,48.113207547169814,76.88679245283019
JOEL ÁLVAREZ,22-3-0,5.0,17.0,14.0,54%,287.0,534.0,0%,,2.0,4.51,3.32,0.0,1.18,51%,40%,0.24,07:04,223.0,78%,44.0,15%,20.0,7%,184.0,64%,63.0,22%,40.0,14%,5.0,23%,0.0,0%,17.0,77%,https://www.ufc.com/athlete/joel-alvarez,Welterweight,76.88679245283019,40.95238095238095,60.37735849056604,7.446808510638298,9.895833333333332,12.264150943396226,92.45283018867924,45.28301886792453
JONATHAN MICALLEF,8-1-0,2.0,3.0,2.0,44%,86.0,196.0,50%,,2.0,4.77,4.0,0.83,0.83,59%,50%,0.83,09:01,83.0,97%,3.0,3%,0.0,0%,60.0,60%,34.0,34%,25.0,6%,2.0,25%,3.0,38%,3.0,38%,https://www.ufc.com/athlete/jonathan-micallef,Welterweight,33.490566037735846,79.04761904761905,67.45283018867924,80.31914893617021,20.3125,42.45283018867924,83.9622641509434,83.01886792452831
JOSÉ HENRIQUE,0-1-0,,,,44%,37.0,85.0,,,,3.45,5.79,0.0,0.0,39%,,0.0,10:43,37.0,100%,0.0,0%,0.0,0%,84.0,84%,16.0,16%,0.0,0%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/jose-henrique,Welterweight,33.490566037735846,9.523809523809524,33.0188679245283,,,12.264150943396226,23.58490566037736,15.566037735849056
KAIK BRITO,0-1-0,,,,38%,42.0,110.0,,,,2.8,3.87,0.0,2.0,55%,56%,0.0,15:00,31.0,74%,8.0,19%,3.0,7%,69.0,69%,19.0,12%,19.0,19%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/kaik-brito,Welterweight,9.433962264150944,59.523809523809526,19.81132075471698,,33.33333333333333,12.264150943396226,97.16981132075472,15.566037735849056
KAMARU USMAN,21-4-0,9.0,1.0,3.0,52%,1411.0,2719.0,44%,28.0,143.0,4.16,2.67,2.79,0.09,55%,90%,0.44,17:50,809.0,57%,238.0,17%,364.0,26%,896.0,64%,404.0,29%,111.0,8%,9.0,43%,11.0,52%,1.0,5%,https://www.ufc.com/athlete/kamaru-usman,Welterweight,69.81132075471697,59.523809523809526,53.301886792452834,71.80851063829788,85.41666666666666,81.13207547169812,50.0,56.60377358490566
MICHAEL MORALES,18-0-0,13.0,,9.0,49%,385.0,782.0,42%,,12.0,5.62,3.31,1.09,0.0,53%,89%,1.31,09:48,288.0,75%,25.0,6%,72.0,19%,300.0,78%,56.0,8%,72.0,15%,13.0,72%,4.0,22%,1.0,6%,https://www.ufc.com/athlete/karlos-olberg-2,Welterweight,54.24528301886793,51.90476190476191,84.90566037735849,64.8936170212766,82.8125,50.943396226415096,23.58490566037736,91.50943396226415
KEVIN HOLLAND,28-14-0,14.0,9.0,13.0,50%,1263.0,2525.0,38%,,42.0,4.3,3.22,0.82,0.56,50%,55%,0.36,10:29,955.0,76%,160.0,13%,148.0,12%,698.0,55%,323.0,19%,323.0,26%,14.0,50%,5.0,18%,9.0,32%,https://www.ufc.com/athlete/kevin-holland,Welterweight,59.905660377358494,35.23809523809524,54.71698113207547,54.25531914893617,29.6875,41.509433962264154,70.75471698113208,52.83018867924528
KEVIN LEE,18-8-0,3.0,8.0,6.0,42%,843.0,1995.0,43%,32.0,106.0,3.88,3.6,3.18,0.76,50%,75%,0.07,11:26,500.0,59%,73.0,9%,270.0,32%,653.0,77%,166.0,20%,24.0,3%,3.0,16%,8.0,42%,8.0,42%,https://www.ufc.com/athlete/kevin-lee,Welterweight,21.69811320754717,35.23809523809524,43.86792452830189,68.08510638297872,71.35416666666666,87.73584905660378,80.18867924528303,33.0188679245283
KHAOS WILLIAMS,15-5-0,8.0,1.0,7.0,39%,486.0,1236.0,0%,,2.0,4.94,5.39,0.0,0.0,41%,52%,0.76,09:51,430.0,88%,38.0,8%,18.0,4%,234.0,48%,156.0,20%,156.0,32%,8.0,57%,5.0,36%,1.0,7%,https://www.ufc.com/athlete/khaos-williams,Welterweight,11.79245283018868,11.428571428571429,72.64150943396226,7.446808510638298,26.041666666666668,12.264150943396226,23.58490566037736,78.30188679245283
KIEFER CROSBIE,10-6-0,5.0,2.0,5.0,52%,288.0,558.0,40%,1.0,5.0,6.61,6.49,0.69,0.34,51%,100%,0.0,10:54,258.0,90%,30.0,10%,0.0,0%,159.0,55%,83.0,16%,83.0,29%,5.0,50%,3.0,30%,2.0,20%,https://www.ufc.com/athlete/kiefer-crosbie,Welterweight,69.81132075471697,40.95238095238095,91.50943396226415,60.63829787234043,94.79166666666666,37.735849056603776,61.32075471698113,15.566037735849056
GILBERT URBINA,7-5-0,2.0,2.0,2.0,57%,117.0,206.0,44%,2.0,9.0,5.57,4.62,2.86,0.71,45%,,1.43,05:15,63.0,54%,22.0,19%,32.0,27%,71.0,61%,28.0,24%,29.0,15%,2.0,29%,3.0,43%,2.0,29%,https://www.ufc.com/athlete/kiruhato-uruhina,Welterweight,84.90566037735849,19.047619047619047,83.01886792452831,71.80851063829788,,82.0754716981132,78.30188679245283,92.45283018867924
KITT CAMPBELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ufc.com/athlete/kitt-campbell,Welterweight,,,,,,,,
KOREY KUPPE,8-4-0,,,,73%,11.0,15.0,,,,0.73,1.33,0.0,1.0,31%,69%,0.0,15:00,11.0,100%,0.0,0%,0.0,0%,64.0,27%,64.0,64%,9.0,9%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/korey-kuppe,Welterweight,99.05660377358491,3.8095238095238098,1.8867924528301887,,56.770833333333336,12.264150943396226,90.09433962264151,15.566037735849056
LEONARDO DAMIANI,0-1-0,,,,24%,4.0,17.0,,,,1.67,4.17,0.0,0.0,38%,50%,0.0,02:24,4.0,100%,0.0,0%,0.0,0%,50.0,50%,25.0,25%,25.0,25%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/kori-makkenna-1,Welterweight,0.9433962264150944,8.095238095238095,7.547169811320755,,20.3125,12.264150943396226,23.58490566037736,15.566037735849056
AJ FLETCHER,10-3-0,4.0,4.0,6.0,50%,163.0,329.0,36%,4.0,14.0,3.36,4.61,1.54,0.93,47%,33%,0.31,09:43,138.0,85%,12.0,7%,13.0,8%,113.0,69%,32.0,11%,44.0,20%,4.0,44%,1.0,11%,4.0,44%,https://www.ufc.com/athlete/kori-makkenna-2,Welterweight,59.905660377358494,23.809523809523807,30.18867924528302,49.46808510638298,6.770833333333333,63.67924528301887,87.26415094339622,50.943396226415096
MIKE MALOTT,12-2-1,5.0,6.0,9.0,48%,265.0,553.0,56%,,16.0,4.09,2.96,2.08,0.69,55%,17%,0.69,08:07,213.0,80%,11.0,4%,41.0,15%,151.0,57%,58.0,22%,56.0,21%,5.0,42%,1.0,8%,6.0,50%,https://www.ufc.com/athlete/kristof-dzhotko,Welterweight,50.943396226415096,59.523809523809526,51.41509433962265,88.29787234042553,2.083333333333333,75.47169811320755,76.88679245283019,73.11320754716981
LEON EDWARDS,22-5-0,7.0,3.0,5.0,54%,861.0,1589.0,36%,12.0,72.0,2.62,2.42,1.18,0.36,53%,64%,0.23,17:19,651.0,76%,118.0,14%,92.0,11%,486.0,56%,206.0,24%,169.0,20%,7.0,32%,12.0,55%,3.0,14%,https://www.ufc.com/athlete/leon-edwards,Welterweight,76.88679245283019,51.90476190476191,16.9811320754717,49.46808510638298,45.3125,53.77358490566038,62.264150943396224,43.86792452830189
LI JINGLIANG,19-9-0,10.0,4.0,7.0,42%,846.0,1994.0,42%,8.0,36.0,4.46,3.95,1.19,0.0,57%,60%,0.79,10:32,736.0,87%,40.0,5%,70.0,8%,476.0,56%,262.0,13%,262.0,31%,10.0,53%,5.0,26%,4.0,21%,https://www.ufc.com/athlete/li-jingliang,Welterweight,21.69811320754717,70.47619047619048,56.132075471698116,64.8936170212766,38.54166666666667,54.71698113207547,23.58490566037736,80.18867924528303
LYMAN GOOD,21-6-0,11.0,3.0,,49%,293.0,601.0,100%,1.0,1.0,5.34,4.01,0.27,0.0,63%,75%,0.82,09:08,221.0,75%,58.0,20%,14.0,5%,214.0,73%,52.0,18%,52.0,9%,11.0,52%,7.0,33%,3.0,14%,https://www.ufc.com/athlete/lyman-good,Welterweight,54.24528301886793,92.85714285714286,80.66037735849056,96.80851063829788,71.35416666666666,27.358490566037734,23.58490566037736,81.60377358490565
RINAT FAKHRETDINOV,24-1-1,12.0,6.0,14.0,53%,386.0,730.0,34%,5.0,58.0,5.03,3.61,3.91,0.2,54%,92%,0.59,10:58,254.0,66%,67.0,17%,65.0,17%,275.0,71%,58.0,14%,58.0,15%,12.0,50%,6.0,25%,6.0,25%,https://www.ufc.com/athlete/lyudovit-klayn-0,Welterweight,73.11320754716981,54.761904761904766,75.0,45.744680851063826,88.54166666666666,95.28301886792453,56.60377358490566,66.0377358490566
MATT DIXON,9-1-0,,,,44%,29.0,66.0,30%,,10.0,1.97,4.56,3.06,0.0,38%,,0.0,14:42,25.0,86%,4.0,14%,0.0,0%,72.0,72%,17.0,17%,10.0,10%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/matt-dixon,Welterweight,33.490566037735846,8.095238095238095,9.433962264150944,37.765957446808514,,84.90566037735849,23.58490566037736,15.566037735849056
MAX GRIFFIN,20-12-0,9.0,2.0,7.0,47%,882.0,1861.0,41%,9.0,49.0,3.76,3.7,1.28,0.26,58%,70%,0.51,13:02,749.0,85%,81.0,9%,52.0,6%,579.0,66%,178.0,20%,125.0,14%,9.0,47%,8.0,42%,2.0,11%,https://www.ufc.com/athlete/max-griffin,Welterweight,46.69811320754717,74.76190476190476,38.67924528301887,62.76595744680851,58.854166666666664,57.54716981132076,57.54716981132076,60.37735849056604
MICHAEL BONNETTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ufc.com/athlete/michael-bonnette,Welterweight,,,,,,,,
MICHAEL CHIESA,19-7-0,,12.0,6.0,41%,409.0,1005.0,48%,17.0,86.0,2.03,1.73,3.05,0.97,58%,68%,0.07,09:36,249.0,61%,65.0,16%,95.0,23%,299.0,73%,88.0,22%,22.0,5%,0.0,0%,7.0,37%,12.0,63%,https://www.ufc.com/athlete/michael-chiesa,Welterweight,16.9811320754717,74.76190476190476,10.377358490566039,77.12765957446808,54.6875,83.9622641509434,88.67924528301887,33.0188679245283
MICHAEL CORA,4-2-0,,,,29%,12.0,42.0,,,,0.8,0.13,0.0,0.0,67%,25%,0.0,15:00,2.0,17%,1.0,8%,9.0,75%,100.0,100%,0.0,0%,100.0,0%,4.0,100%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/michael-cora,Welterweight,2.8301886792452833,96.19047619047619,2.8301886792452833,,4.166666666666666,12.264150943396226,23.58490566037736,15.566037735849056
MICKEY GALL,7-7-0,,6.0,5.0,50%,366.0,738.0,32%,4.0,25.0,3.5,4.72,1.15,1.58,50%,38%,0.29,08:03,281.0,77%,41.0,11%,44.0,12%,288.0,79%,58.0,16%,20.0,5%,0.0,0%,1.0,14%,6.0,86%,https://www.ufc.com/athlete/mickey-gall,Welterweight,59.905660377358494,35.23809523809524,35.37735849056604,39.8936170212766,8.333333333333332,52.83018867924528,95.28301886792453,49.528301886792455
MUSLIM SALIKHOV,22-5-0,15.0,2.0,15.0,50%,425.0,855.0,32%,,28.0,3.39,2.92,1.08,0.0,63%,72%,0.6,09:39,356.0,84%,28.0,7%,41.0,10%,226.0,53%,125.0,29%,74.0,17%,15.0,68%,5.0,23%,2.0,9%,https://www.ufc.com/athlete/muslim-salikhov,Welterweight,59.905660377358494,92.85714285714286,31.132075471698112,39.8936170212766,63.020833333333336,50.0,23.58490566037736,68.39622641509435
IAN MACHADO GARRY,16-1-0,7.0,1.0,4.0,54%,703.0,1292.0,33%,,30.0,4.77,2.77,1.02,0.41,52%,74%,0.41,14:44,638.0,91%,32.0,5%,33.0,5%,402.0,57%,163.0,20%,163.0,23%,7.0,44%,8.0,50%,1.0,6%,https://www.ufc.com/athlete/nassurdin-imavov-4,Welterweight,76.88679245283019,46.666666666666664,67.45283018867924,43.08510638297872,67.70833333333334,49.056603773584904,63.20754716981132,54.71698113207547
NEIL MAGNY,31-14-0,9.0,5.0,,47%,1501.0,3201.0,40%,41.0,161.0,3.41,2.44,2.18,0.27,52%,55%,0.07,12:13,878.0,58%,270.0,18%,353.0,24%,1065.0,71%,280.0,19%,156.0,10%,9.0,29%,17.0,55%,5.0,16%,https://www.ufc.com/athlete/neil-magny,Welterweight,46.69811320754717,46.666666666666664,32.075471698113205,60.63829787234043,29.6875,77.35849056603774,58.490566037735846,33.0188679245283
NICOLAS DALBY,23-6-1,7.0,4.0,3.0,44%,746.0,1711.0,28%,8.0,43.0,4.05,3.69,0.98,0.08,52%,59%,0.16,13:09,466.0,62%,223.0,30%,57.0,8%,445.0,60%,180.0,24%,121.0,16%,7.0,30%,12.0,52%,4.0,17%,https://www.ufc.com/athlete/nicolas-dalby,Welterweight,33.490566037735846,46.666666666666664,48.58490566037736,34.57446808510639,36.45833333333333,47.16981132075472,48.113207547169814,38.67924528301887
NIKO PRICE,16-9-0,10.0,3.0,10.0,43%,860.0,1984.0,28%,4.0,39.0,5.13,5.55,0.98,0.63,49%,50%,0.45,08:49,669.0,78%,93.0,11%,98.0,11%,526.0,61%,193.0,16%,193.0,22%,10.0,63%,3.0,19%,3.0,19%,https://www.ufc.com/athlete/niko-price,Welterweight,26.88679245283019,30.0,78.30188679245283,34.57446808510639,20.3125,47.16981132075472,75.47169811320755,57.54716981132076
NIKOLAY VERETENNIKOV,13-7-0,9.0,1.0,5.0,56%,172.0,307.0,17%,,12.0,2.49,3.25,0.43,0.43,44%,63%,0.0,13:51,129.0,75%,28.0,16%,15.0,9%,85.0,49%,68.0,40%,69.0,11%,9.0,69%,3.0,23%,1.0,8%,https://www.ufc.com/athlete/nikolay-veretennikov,Welterweight,82.54716981132076,16.666666666666664,15.09433962264151,15.425531914893616,42.1875,32.075471698113205,64.62264150943396,15.566037735849056
JONNY PARSONS,9-3-0,7.0,,,45%,116.0,260.0,0%,,3.0,4.65,4.89,0.0,0.0,60%,67%,1.2,12:29,103.0,89%,8.0,7%,5.0,4%,72.0,62%,26.0,22%,78.0,16%,7.0,78%,2.0,22%,0.0,0%,https://www.ufc.com/athlete/norma-dyumont-viana-3,Welterweight,39.62264150943396,83.80952380952381,62.735849056603776,7.446808510638298,51.041666666666664,12.264150943396226,23.58490566037736,89.62264150943396
SOLOMON RENFRO,0-1-0,,,,45%,78.0,174.0,50%,,4.0,5.2,3.53,2.0,0.0,61%,100%,1.0,15:00,58.0,74%,16.0,21%,4.0,5%,62.0,62%,37.0,37%,1.0,1%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/norma-dyumont-viana-4,Welterweight,39.62264150943396,87.61904761904762,79.24528301886792,80.31914893617021,94.79166666666666,74.05660377358491,23.58490566037736,86.79245283018868
OBAN ELLIOTT,12-3-0,3.0,3.0,4.0,48%,247.0,513.0,44%,3.0,18.0,3.5,2.24,1.7,0.0,60%,55%,0.21,14:08,174.0,70%,11.0,4%,62.0,25%,164.0,66%,43.0,17%,40.0,16%,3.0,25%,6.0,50%,3.0,25%,https://www.ufc.com/athlete/oban-elliott,Welterweight,50.943396226415096,83.80952380952381,35.37735849056604,71.80851063829788,29.6875,66.0377358490566,23.58490566037736,42.45283018867924
PETE RODRIGUEZ,5-2-0,5.0,,5.0,44%,47.0,107.0,,,,9.28,12.83,0.0,0.0,43%,100%,2.96,01:41,38.0,81%,6.0,13%,3.0,6%,51.0,51%,30.0,30%,100.0,19%,5.0,100%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/pete-rodriguez,Welterweight,33.490566037735846,14.761904761904763,97.16981132075472,,94.79166666666666,12.264150943396226,23.58490566037736,96.22641509433963
PHIL ROWE,11-5-0,7.0,4.0,3.0,50%,396.0,793.0,36%,2.0,11.0,3.99,4.38,0.6,0.3,53%,57%,0.6,12:25,332.0,84%,41.0,10%,23.0,6%,298.0,75%,55.0,14%,64.0,11%,7.0,64%,0.0,0%,4.0,36%,https://www.ufc.com/athlete/philip-rowe,Welterweight,59.905660377358494,51.90476190476191,46.22641509433962,49.46808510638298,35.41666666666667,36.32075471698113,59.43396226415094,68.39622641509435
PUNAHELE SORIANO,12-4-0,7.0,2.0,8.0,55%,497.0,909.0,48%,,27.0,4.66,3.42,1.83,0.14,48%,40%,0.84,09:41,241.0,48%,28.0,6%,228.0,46%,388.0,78%,94.0,19%,58.0,3%,7.0,58%,3.0,25%,2.0,17%,https://www.ufc.com/athlete/punahele-soriano,Welterweight,80.18867924528303,26.666666666666668,64.15094339622641,77.12765957446808,9.895833333333332,70.28301886792453,51.886792452830186,83.9622641509434
RAFAEL DOS ANJOS,32-17-0,5.0,11.0,,47%,1822.0,3871.0,36%,45.0,191.0,3.48,3.23,1.95,0.57,60%,55%,0.2,14:32,1224.0,67%,321.0,18%,277.0,15%,1063.0,58%,434.0,24%,325.0,18%,5.0,16%,16.0,50%,11.0,34%,https://www.ufc.com/athlete/rafael-dos-anjos,Welterweight,46.69811320754717,83.80952380952381,33.9622641509434,49.46808510638298,29.6875,72.64150943396226,72.64150943396226,40.56603773584906
RAIMOND MAGOMEDALIEV,0-1-0,,,,42%,60.0,143.0,0%,,3.0,4.07,4.75,0.0,0.0,42%,,0.0,14:45,52.0,87%,8.0,13%,0.0,0%,30.0,30%,43.0,27%,43.0,43%,0.0,0%,0.0,0%,0.0,0%,https://www.ufc.com/athlete/raimond-magomedaliev,Welterweight,21.69811320754717,12.857142857142856,50.0,7.446808510638298,,12.264150943396226,23.58490566037736,15.566037735849056
