fighter_name,fight_record,wins_by_knockout,wins_by_submission,first_round_finishes,striking_accuracy,sig_strikes_landed,sig_strikes_attempted,takedown_accuracy,takedowns_landed,takedowns_attempted,sig_strikes_landed_per_min,sig_strikes_absorbed_per_min,takedown_avg_per_15min,submission_avg_per_15min,sig_strike_defense,takedown_defense,knockdown_avg,average_fight_time,sig_str_pos_standing_count,sig_str_pos_standing_pct,sig_str_pos_clinch_count,sig_str_pos_clinch_pct,sig_str_pos_ground_count,sig_str_pos_ground_pct,sig_str_target_head_count,sig_str_target_head_pct,sig_str_target_body_count,sig_str_target_body_pct,sig_str_target_leg_count,sig_str_target_leg_pct,win_ko_count,win_ko_pct,win_dec_count,win_dec_pct,win_sub_count,win_sub_pct,source_url,division,Striking accuracy_pct,Striking defense_pct,Striking volume_pct,Takedown accuracy_pct,Takedown defense_pct,Takedown volume_pct,Submission threat_pct,Knockout power_pct
CAMERON SAAIMAN,9-3-0,6.0,1.0,3.0,47%,358.0,764.0,29%,,14.0,5.3,4.14,0.89,0.67,52%,47%,0.44,09:39,266,74%,23,6%,69,19%,196,55%,97,18%,97,27%,6,67%,2,22%,1,11%,https://www.ufc.com/athlete/cameron-saaiman,Bantamweight,59.63302752293578,42.27272727272727,83.18181818181817,36.27450980392157,21.354166666666664,37.27272727272727,76.81818181818181,71.36363636363636
CAMERON SMOTHERMAN,12-6-0,6.0,1.0,2.0,37%,187.0,503.0,,,,4.07,3.52,0.0,0.0,59%,63%,0.0,11:30,178,95%,9,5%,0,0%,110,59%,71,38%,50,3%,6,50%,5,42%,1,8%,https://www.ufc.com/athlete/cameron-smotherman,Bantamweight,10.550458715596331,73.18181818181819,55.90909090909091,,38.54166666666667,10.0,18.181818181818183,22.727272727272727
CARLOS VERA,12-4-0,1.0,6.0,4.0,57%,28.0,49.0,0%,,2.0,1.53,2.79,0.0,1.64,50%,25%,0.82,09:08,22,79%,1,4%,5,18%,36,36%,50,14%,50,50%,1,8%,5,42%,6,50%,https://www.ufc.com/athlete/carlos-vera,Bantamweight,90.82568807339449,32.72727272727273,10.909090909090908,6.862745098039216,3.125,10.0,94.54545454545455,90.0
CASEY KENNEY,16-4-1,2.0,5.0,,43%,670.0,1570.0,36%,2.0,28.0,4.85,4.67,1.09,0.43,58%,61%,0.0,13:48,598,89%,54,8%,18,3%,361,54%,168,25%,141,21%,2,13%,9,56%,5,31%,https://www.ufc.com/athlete/casey-kenney,Bantamweight,35.321100917431195,68.63636363636364,73.18181818181819,54.90196078431373,33.85416666666667,47.72727272727273,61.36363636363637,22.727272727272727
CHANGHO LEE,11-1-0,6.0,1.0,,67%,203.0,301.0,33%,2.0,27.0,4.92,2.35,3.27,0.36,40%,38%,0.0,10:19,38,19%,80,39%,85,42%,125,62%,70,34%,55,4%,6,55%,4,36%,1,9%,https://www.ufc.com/athlete/chang-ho-lee,Bantamweight,98.1651376146789,11.818181818181818,75.45454545454545,47.549019607843135,8.854166666666668,86.36363636363636,55.90909090909091,22.727272727272727
CHARLES JOURDAIN,16-8-1,8.0,6.0,5.0,49%,966.0,1975.0,21%,,19.0,5.43,4.27,0.34,0.59,57%,47%,0.51,11:51,720,75%,175,18%,71,7%,516,53%,268,28%,182,19%,8,50%,2,13%,6,38%,https://www.ufc.com/athlete/charles-jourdain,Bantamweight,65.59633027522935,63.63636363636363,90.45454545454545,23.52941176470588,21.354166666666664,25.454545454545453,71.81818181818181,77.27272727272727
CHRIS GUTIERREZ,22-6-2,9.0,1.0,4.0,58%,895.0,1555.0,31%,,13.0,4.4,2.65,0.3,0.07,63%,68%,0.44,13:33,852,95%,17,2%,26,3%,339,38%,455,11%,455,51%,9,41%,12,55%,1,5%,https://www.ufc.com/athlete/chris-gutierrez,Bantamweight,93.11926605504587,88.63636363636364,64.54545454545455,40.68627450980392,51.041666666666664,23.636363636363637,36.36363636363637,71.36363636363636
CHRISTIAN OCON,4-0-0,,,,53%,26.0,49.0,,,,1.73,5.27,0.0,0.0,35%,64%,0.0,15:00,22,85%,4,15%,0,0%,62,62%,31,31%,8,8%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/christian-ocon,Bantamweight,78.89908256880734,6.363636363636363,13.636363636363635,,41.66666666666667,10.0,18.181818181818183,22.727272727272727
CODY CHOVANCEK,1-0-0,,,,50%,29.0,58.0,,,,2.85,2.46,0.0,0.0,52%,83%,2.95,10:10,18,62%,1,3%,10,34%,69,69%,21,21%,10,10%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/cody-chovancek,Bantamweight,70.64220183486239,42.27272727272727,31.818181818181817,,77.60416666666666,10.0,18.181818181818183,98.18181818181819
CODY GARBRANDT,14-7-0,11.0,,8.0,40%,462.0,1160.0,28%,5.0,36.0,2.88,3.64,0.93,0.0,60%,84%,1.03,10:02,407,88%,29,6%,26,6%,340,74%,67,12%,79,15%,11,79%,3,21%,0,0%,https://www.ufc.com/athlete/cody-garbrandt,Bantamweight,23.853211009174313,77.27272727272727,33.63636363636363,34.80392156862745,81.77083333333334,39.09090909090909,18.181818181818183,92.72727272727272
CODY GIBSON,22-11-0,7.0,6.0,7.0,46%,356.0,775.0,38%,5.0,37.0,3.61,3.18,2.13,0.61,58%,70%,0.3,10:58,259,73%,81,23%,16,4%,255,72%,63,18%,38,11%,7,32%,9,41%,6,27%,https://www.ufc.com/athlete/cody-gibson,Bantamweight,53.21100917431193,68.63636363636364,50.0,59.80392156862745,54.6875,70.9090909090909,72.72727272727273,60.909090909090914
CODY HADDON,8-1-0,5.0,2.0,4.0,51%,167.0,325.0,38%,2.0,8.0,9.2,3.47,2.48,0.83,64%,83%,0.83,09:05,149,89%,12,7%,6,4%,118,71%,42,25%,63,4%,5,63%,1,13%,2,25%,https://www.ufc.com/athlete/cody-haddon,Bantamweight,73.39449541284404,90.45454545454545,99.0909090909091,59.80392156862745,77.60416666666666,77.27272727272727,80.45454545454545,90.9090909090909
COLBY THICKNESSE,8-1-0,2.0,2.0,4.0,42%,100.0,238.0,9%,,22.0,3.33,2.8,1.0,0.5,50%,50%,0.0,15:00,50,50%,7,7%,43,43%,66,66%,20,20%,25,14%,2,25%,4,50%,2,25%,https://www.ufc.com/athlete/colby-thicknesse,Bantamweight,31.65137614678899,32.72727272727273,45.45454545454545,13.725490196078432,24.479166666666664,41.81818181818181,66.81818181818183,22.727272727272727
CORY SANDHAGEN,18-6-0,8.0,3.0,6.0,45%,1064.0,2358.0,35%,1.0,52.0,5.06,3.34,1.28,0.29,57%,63%,0.29,14:02,869,82%,34,3%,161,15%,696,65%,208,15%,208,20%,8,44%,7,39%,3,17%,https://www.ufc.com/athlete/cory-sandhagen,Bantamweight,46.330275229357795,63.63636363636363,77.27272727272727,51.470588235294116,38.54166666666667,53.63636363636364,49.09090909090909,59.09090909090909
DA'MON BLACKSHEAR,17-8-1,2.0,11.0,,46%,439.0,956.0,33%,1.0,30.0,4.33,4.19,1.48,1.48,52%,71%,0.0,10:09,343,78%,63,14%,33,8%,243,55%,102,23%,94,21%,2,12%,4,24%,11,65%,https://www.ufc.com/athlete/damon-blackshear,Bantamweight,53.21100917431193,42.27272727272727,62.727272727272734,47.549019607843135,56.25,57.27272727272727,93.63636363636364,22.727272727272727
DANIEL MARCOS,17-1-0,8.0,,3.0,54%,464.0,866.0,46%,,13.0,5.11,3.88,0.99,0.0,62%,85%,0.5,12:58,401,86%,52,11%,11,2%,296,64%,90,17%,90,19%,8,47%,9,53%,0,0%,https://www.ufc.com/athlete/daniel-marcos,Bantamweight,83.4862385321101,86.36363636363636,78.18181818181819,75.49019607843137,84.89583333333334,40.0,18.181818181818183,75.45454545454545
DANNY SABATELLO,1-0-0,,,,57%,31.0,54.0,75%,,4.0,2.07,0.2,3.0,1.0,25%,100%,0.0,15:00,2,6%,0,0%,29,94%,81,81%,19,19%,0,0%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/danny-sabatello,Bantamweight,90.82568807339449,0.9090909090909091,18.181818181818183,93.13725490196079,95.3125,82.72727272727273,84.0909090909091,22.727272727272727
DAVEY GRANT,17-7-0,4.0,9.0,7.0,45%,892.0,2004.0,40%,3.0,30.0,5.18,3.74,1.04,0.17,56%,63%,0.35,12:18,794,89%,49,5%,49,5%,370,41%,301,34%,221,25%,4,24%,4,24%,9,53%,https://www.ufc.com/athlete/davey-grant,Bantamweight,46.330275229357795,57.72727272727273,80.0,64.70588235294117,38.54166666666667,44.09090909090909,41.81818181818181,63.63636363636363
DAVID MARTINEZ,13-1-0,10.0,,6.0,47%,168.0,357.0,0%,,4.0,4.85,2.95,0.0,0.0,68%,100%,0.43,11:33,153,91%,7,4%,8,5%,96,57%,56,10%,77,33%,10,77%,3,23%,0,0%,https://www.ufc.com/athlete/david-martinez,Bantamweight,59.63302752293578,95.45454545454545,73.18181818181819,6.862745098039216,95.3125,10.0,18.181818181818183,70.0
DEIVESON FIGUEIREDO,24-5-1,9.0,9.0,11.0,54%,678.0,1245.0,35%,7.0,77.0,2.82,3.64,1.69,1.37,49%,58%,0.75,12:38,506,75%,51,8%,121,18%,421,62%,184,27%,73,11%,9,38%,6,25%,9,38%,https://www.ufc.com/athlete/deiveson-figueiredo,Bantamweight,83.4862385321101,26.36363636363636,30.0,51.470588235294116,30.729166666666668,65.45454545454545,90.0,88.63636363636364
DOUGLAS SILVA DE ANDRADE,29-6-0,20.0,2.0,11.0,38%,576.0,1509.0,43%,4.0,14.0,3.54,3.93,0.55,0.18,58%,73%,0.55,12:31,531,92%,33,6%,12,2%,301,52%,141,23%,141,24%,20,69%,7,24%,2,7%,https://www.ufc.com/athlete/douglas-silva-de-andrade,Bantamweight,13.761467889908257,68.63636363636364,48.18181818181818,71.07843137254902,58.333333333333336,29.09090909090909,43.18181818181818,81.36363636363636
JOSE ALDAY,0-1-0,,,,44%,47.0,106.0,0%,,1.0,3.13,3.13,0.0,0.0,59%,57%,0.0,15:00,44,94%,3,6%,0,0%,45,45%,40,40%,15,15%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/dzhonatan-martinez-0,Bantamweight,39.908256880733944,73.18181818181819,40.909090909090914,6.862745098039216,28.645833333333332,10.0,18.181818181818183,22.727272727272727
EDUARDO MATIAS TORRES,0-1-0,,,,35%,8.0,23.0,33%,,3.0,1.1,1.24,2.06,0.0,65%,50%,0.0,07:16,6,75%,1,13%,1,13%,63,63%,25,13%,25,25%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/eduardo-matias-torres,Bantamweight,8.256880733944955,92.72727272727272,8.181818181818182,47.549019607843135,24.479166666666664,70.0,18.181818181818183,22.727272727272727
ELIJAH SMITH,9-1-0,5.0,1.0,4.0,47%,152.0,323.0,53%,3.0,15.0,4.45,3.4,3.51,0.88,48%,57%,0.0,11:23,101,66%,10,7%,41,27%,126,83%,13,9%,56,9%,5,56%,3,33%,1,11%,https://www.ufc.com/athlete/elijah-smith,Bantamweight,59.63302752293578,22.272727272727273,67.27272727272727,86.27450980392157,28.645833333333332,88.18181818181819,81.81818181818183,22.727272727272727
EPERAIM GINTING,0-1-0,,,,0%,0.0,1.0,100%,,1.0,0.0,0.0,15.52,0.0,100%,,0.0,00:58,0,0,0,0,0,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/eperaim-ginting,Bantamweight,0.9174311926605505,100.0,1.3636363636363635,98.52941176470588,,100.0,18.181818181818183,22.727272727272727
FARID BASHARAT,14-0-0,1.0,6.0,3.0,52%,321.0,615.0,48%,3.0,40.0,4.05,2.47,3.6,0.38,60%,73%,0.0,13:13,226,70%,9,3%,86,27%,193,60%,72,17%,72,22%,1,7%,7,50%,6,43%,https://www.ufc.com/athlete/farid-basharat,Bantamweight,75.22935779816514,77.27272727272727,54.54545454545454,78.43137254901961,58.333333333333336,89.0909090909091,58.18181818181818,22.727272727272727
FELIPE LIMA,14-2-0,4.0,3.0,5.0,45%,118.0,262.0,27%,1.0,22.0,2.86,2.91,2.18,0.73,65%,86%,0.0,13:45,104,88%,12,10%,2,2%,70,59%,27,23%,29,18%,4,29%,7,50%,3,21%,https://www.ufc.com/athlete/felipe-lima,Bantamweight,46.330275229357795,92.72727272727272,32.72727272727273,32.84313725490196,86.97916666666666,72.72727272727273,78.18181818181819,22.727272727272727
FRANKIE SAENZ,13-7-0,3.0,2.0,,47%,509.0,1073.0,32%,14.0,47.0,3.94,3.5,1.74,0.12,52%,62%,0.23,12:56,287,56%,174,34%,48,9%,238,47%,142,25%,142,28%,3,23%,8,62%,2,15%,https://www.ufc.com/athlete/frankie-saenz,Bantamweight,59.63302752293578,42.27272727272727,52.72727272727272,43.627450980392155,35.41666666666667,66.81818181818183,38.63636363636363,52.72727272727272
GARRETT ARMFIELD,10-5-0,6.0,3.0,8.0,54%,291.0,542.0,50%,,8.0,5.35,3.64,1.1,0.55,56%,65%,0.55,10:52,246,85%,16,5%,29,10%,223,77%,51,18%,60,6%,6,60%,1,10%,3,30%,https://www.ufc.com/athlete/garrett-armfield,Bantamweight,83.4862385321101,57.72727272727273,85.0,82.84313725490196,42.70833333333333,49.09090909090909,70.45454545454545,81.36363636363636
GASTON BOLANOS,8-5-0,6.0,,5.0,49%,149.0,303.0,100%,,2.0,3.28,2.4,0.66,0.0,51%,43%,0.0,11:21,105,70%,9,6%,35,23%,69,46%,46,23%,75,31%,6,75%,2,25%,0,0%,https://www.ufc.com/athlete/gaston-bolanos,Bantamweight,65.59633027522935,38.63636363636363,44.54545454545455,98.52941176470588,14.583333333333334,32.72727272727273,18.181818181818183,22.727272727272727
HECHER SOSA,1-0-0,,,,50%,32.0,64.0,36%,,11.0,2.13,0.87,4.0,2.0,55%,100%,0.0,15:00,19,59%,8,25%,5,16%,75,75%,19,19%,6,6%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/hecher-sosa,Bantamweight,70.64220183486239,52.27272727272727,19.090909090909093,54.90196078431373,95.3125,93.18181818181817,98.18181818181819,22.727272727272727
ALATENGHEILI,17-10-2,5.0,3.0,4.0,33%,340.0,1039.0,44%,3.0,32.0,2.82,5.12,1.74,0.0,57%,75%,0.12,13:25,325,96%,2,1%,13,4%,223,66%,71,21%,46,14%,5,29%,9,53%,3,18%,https://www.ufc.com/athlete/heili-alateng,Bantamweight,4.587155963302752,63.63636363636363,30.0,73.52941176470588,62.5,66.81818181818183,18.181818181818183,47.27272727272727
HENRY CEJUDO,16-5-0,8.0,,5.0,47%,778.0,1653.0,31%,19.0,80.0,3.82,3.46,1.84,0.15,60%,76%,0.37,13:34,527,68%,150,19%,101,13%,424,54%,230,30%,124,16%,8,50%,8,50%,0,0%,https://www.ufc.com/athlete/henry-cejudo,Bantamweight,59.63302752293578,77.27272727272727,50.90909090909091,40.68627450980392,65.10416666666666,68.18181818181817,40.45454545454545,65.45454545454545
JACK CARTWRIGHT,0-1-0,,,,39%,12.0,31.0,67%,,9.0,0.8,3.33,6.0,2.0,30%,,0.0,15:00,8,67%,1,8%,3,25%,67,67%,25,25%,8,8%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/jack-cartwright,Bantamweight,18.34862385321101,3.6363636363636362,5.909090909090909,90.68627450980392,,98.18181818181819,98.18181818181819,22.727272727272727
JAKUB WIKLACZ,17-3-2,,,,,,,,,,,,,,,,,00:00,0,0,0,0,0,0,0,0%,0,0%,0,0%,0,0%,6,38%,10,63%,https://www.ufc.com/athlete/jakub-wiklacz,Bantamweight,,,,,,,,
JAMES BARNES,0-1-0,,,,35%,8.0,23.0,17%,,6.0,0.57,3.02,1.08,0.0,39%,40%,0.0,07:49,5,63%,3,38%,0,0%,50,50%,25,25%,25,25%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/james-barnes,Bantamweight,8.256880733944955,10.0,2.727272727272727,22.058823529411764,12.5,46.36363636363636,18.181818181818183,22.727272727272727
JAMES GRAY,4-2-0,,,,50%,2.0,4.0,0%,,1.0,2.61,18.26,0.0,0.0,44%,,0.0,00:46,2,100%,0,0%,0,0%,50,50%,50,0%,50,50%,0,0%,0,0%,4,100%,https://www.ufc.com/athlete/james-gray,Bantamweight,70.64220183486239,16.363636363636363,24.545454545454547,6.862745098039216,,10.0,18.181818181818183,22.727272727272727
JEAN MATSUMOTO,17-1-0,3.0,6.0,2.0,41%,380.0,925.0,42%,2.0,24.0,5.43,5.43,2.14,0.64,48%,54%,0.0,14:00,347,91%,32,8%,1,0%,226,59%,100,14%,100,26%,3,18%,8,47%,6,35%,https://www.ufc.com/athlete/jean-matsumoto,Bantamweight,28.440366972477065,22.272727272727273,90.45454545454545,68.62745098039215,27.083333333333332,71.81818181818181,75.45454545454545,22.727272727272727
JOHNNY MUNOZ,12-4-0,2.0,7.0,6.0,37%,168.0,458.0,26%,4.0,43.0,2.44,2.66,2.4,1.75,55%,45%,0.0,11:27,125,74%,26,15%,17,10%,92,55%,53,32%,23,14%,2,17%,3,25%,7,58%,https://www.ufc.com/athlete/johnny-munoz,Bantamweight,10.550458715596331,52.27272727272727,23.636363636363637,30.88235294117647,18.229166666666664,75.45454545454545,95.45454545454545,22.727272727272727
JONATHAN MARTINEZ,19-6-0,9.0,2.0,3.0,50%,887.0,1789.0,36%,1.0,14.0,4.44,4.09,0.38,0.08,57%,68%,0.68,13:19,731,82%,62,7%,94,11%,494,56%,199,22%,199,22%,9,47%,8,42%,2,11%,https://www.ufc.com/athlete/jonathan-martinez,Bantamweight,70.64220183486239,63.63636363636363,66.36363636363637,54.90196078431373,51.041666666666664,26.36363636363636,37.27272727272727,85.45454545454545
JOSHUA WANG-KIM,0-1-0,,,,40%,38.0,94.0,100%,,1.0,2.95,4.43,1.17,0.0,61%,67%,0.0,12:52,37,97%,1,3%,0,0%,45,37%,45,45%,18,18%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/joshua-wang-kim,Bantamweight,23.853211009174313,82.27272727272728,36.36363636363637,98.52941176470588,45.83333333333333,50.90909090909091,18.181818181818183,22.727272727272727
JOSIAS MUSASA,8-2-0,7.0,,6.0,45%,106.0,233.0,50%,,4.0,3.19,4.39,0.9,0.45,36%,81%,0.0,11:05,67,63%,36,34%,3,3%,57,54%,25,24%,88,23%,7,88%,1,13%,0,0%,https://www.ufc.com/athlete/josias-musasa,Bantamweight,46.330275229357795,7.727272727272727,41.81818181818181,82.84313725490196,72.39583333333334,38.18181818181819,62.727272727272734,22.727272727272727
JOURNEY NEWSON,10-5-0,3.0,3.0,2.0,33%,141.0,433.0,17%,,12.0,2.64,2.57,0.56,0.28,65%,44%,0.28,08:54,128,91%,4,3%,9,6%,55,39%,45,29%,45,32%,3,30%,4,40%,3,30%,https://www.ufc.com/athlete/journey-newson,Bantamweight,4.587155963302752,92.72727272727272,25.454545454545453,22.058823529411764,16.145833333333336,30.0,48.18181818181818,56.36363636363636
JP BUYS,9-6-0,3.0,5.0,6.0,40%,73.0,184.0,25%,1.0,16.0,1.88,3.02,1.55,2.32,40%,25%,0.0,06:28,38,52%,12,16%,23,32%,67,67%,18,15%,33,18%,3,33%,1,11%,5,56%,https://www.ufc.com/athlete/jp-buys,Bantamweight,23.853211009174313,11.818181818181818,16.363636363636363,26.96078431372549,3.125,60.0,100.0,22.727272727272727
JUNYE GAO,0-0-0,,,,,,,,,,,,,,,,,00:00,0,0,0,0,0,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/junye-gao,Bantamweight,,,,,,,,
KRIS MOUTINHO,14-7-0,6.0,3.0,,32%,87.0,275.0,0%,,1.0,4.51,14.68,0.0,0.0,29%,,0.0,06:26,86,99%,1,1%,0,0%,57,57%,32,10%,43,32%,6,43%,5,36%,3,21%,https://www.ufc.com/athlete/kameron-els-7,Bantamweight,2.7522935779816518,2.727272727272727,69.0909090909091,6.862745098039216,,10.0,18.181818181818183,22.727272727272727
KYLER PHILLIPS,12-4-0,5.0,2.0,5.0,43%,621.0,1447.0,45%,14.0,42.0,5.04,3.83,2.31,0.37,60%,76%,0.37,12:20,487,78%,42,7%,92,15%,419,67%,113,18%,89,14%,5,42%,5,42%,2,17%,https://www.ufc.com/athlete/kyler-phillips,Bantamweight,35.321100917431195,77.27272727272727,76.36363636363637,74.50980392156863,65.10416666666666,73.63636363636363,57.27272727272727,65.45454545454545
SAIMON OLIVEIRA,18-6-0,5.0,11.0,10.0,40%,112.0,279.0,25%,,12.0,2.67,4.13,1.07,1.43,47%,39%,0.0,10:29,96,86%,13,12%,3,3%,48,43%,38,23%,38,34%,5,28%,2,11%,11,61%,https://www.ufc.com/athlete/liana-dzhodzhua-1,Bantamweight,23.853211009174313,18.636363636363637,26.36363636363636,26.96078431372549,10.416666666666668,45.45454545454545,92.27272727272727,22.727272727272727
FERNIE GARCIA,10-5-0,3.0,1.0,3.0,34%,111.0,323.0,50%,,2.0,2.04,3.79,0.28,0.55,49%,50%,0.28,10:52,101,91%,1,1%,9,8%,78,70%,17,14%,30,15%,3,30%,6,60%,1,10%,https://www.ufc.com/athlete/liana-dzhodzhua-2,Bantamweight,6.422018348623854,26.36363636363636,17.272727272727273,82.84313725490196,24.479166666666664,22.727272727272727,70.45454545454545,56.36363636363636
LOUIS JOURDAIN,1-0-0,,,,49%,78.0,159.0,,,,7.32,2.44,0.0,1.41,54%,67%,1.41,10:39,67,86%,4,5%,7,9%,46,46%,37,17%,37,37%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/louis-jourdain,Bantamweight,65.59633027522935,48.63636363636364,98.18181818181819,,45.83333333333333,10.0,90.9090909090909,93.63636363636364
LOUIS LEE SCOTT,1-0-0,,,,58%,66.0,113.0,67%,,3.0,5.35,0.81,2.43,0.0,71%,100%,0.0,12:20,53,80%,10,15%,3,5%,36,29%,36,36%,35,35%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/louis-lee-scott,Bantamweight,93.11926605504587,99.0909090909091,85.0,90.68627450980392,95.3125,76.36363636363637,18.181818181818183,22.727272727272727
LUAN LACERDA,12-3-0,,10.0,1.0,44%,108.0,245.0,25%,1.0,8.0,4.52,7.07,1.26,0.63,48%,75%,0.0,11:57,105,97%,3,3%,0,0%,53,44%,53,49%,8,7%,0,0%,2,17%,10,83%,https://www.ufc.com/athlete/luan-lacerda,Bantamweight,39.908256880733944,22.272727272727273,70.0,26.96078431372549,62.5,52.72727272727272,74.0909090909091,22.727272727272727
MALCOLM WELLMAKER,10-0-0,6.0,2.0,6.0,63%,51.0,81.0,0%,,1.0,7.2,4.8,0.0,0.0,61%,100%,6.35,02:22,48,94%,3,6%,0,0%,47,47%,35,35%,60,18%,6,60%,2,20%,2,20%,https://www.ufc.com/athlete/malcolm-wellmaker,Bantamweight,97.24770642201835,82.27272727272728,97.27272727272728,6.862745098039216,95.3125,10.0,18.181818181818183,99.0909090909091
MANDO GUTIERREZ,0-1-0,,,,75%,12.0,16.0,100%,,1.0,0.8,1.33,1.0,1.0,50%,40%,0.0,15:00,11,92%,0,0%,1,8%,33,33%,33,33%,33,33%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/mando-gutierrez,Bantamweight,100.0,32.72727272727273,5.909090909090909,98.52941176470588,12.5,41.81818181818181,84.0909090909091,22.727272727272727
MARCUS MCGHEE,10-2-0,8.0,1.0,,45%,263.0,582.0,14%,,7.0,5.5,3.64,0.31,0.31,58%,90%,0.94,09:34,242,92%,10,4%,11,4%,181,69%,42,16%,80,15%,8,80%,1,10%,1,10%,https://www.ufc.com/athlete/marcus-mcghee,Bantamweight,46.330275229357795,68.63636363636364,91.81818181818183,16.176470588235293,88.54166666666666,24.545454545454547,52.27272727272727,91.81818181818183
MARIO BAUTISTA,16-2-0,3.0,6.0,5.0,49%,715.0,1451.0,33%,1.0,39.0,6.13,4.45,1.67,0.77,56%,68%,0.13,09:43,590,83%,92,13%,33,5%,439,61%,189,26%,87,12%,3,19%,7,44%,6,38%,https://www.ufc.com/athlete/mario-bautista,Bantamweight,65.59633027522935,57.72727272727273,93.63636363636364,47.549019607843135,51.041666666666664,64.0909090909091,79.0909090909091,48.18181818181818
REYES CORTEZ,0-2-0,,,,45%,123.0,273.0,11%,,27.0,4.1,7.43,1.5,0.0,53%,100%,0.0,15:00,105,85%,18,15%,0,0%,75,61%,27,22%,21,17%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/mariya-agapova-4,Bantamweight,46.330275229357795,45.909090909090914,57.27272727272727,14.705882352941178,95.3125,58.63636363636363,18.181818181818183,22.727272727272727
MARLON VERA,23-10-1,8.0,10.0,8.0,49%,1382.0,2813.0,39%,,28.0,4.27,5.37,0.51,0.83,50%,73%,0.56,13:29,1087,79%,144,10%,151,11%,745,54%,343,21%,343,25%,8,35%,5,22%,10,43%,https://www.ufc.com/athlete/marlon-vera,Bantamweight,65.59633027522935,32.72727272727273,60.909090909090914,62.745098039215684,58.333333333333336,28.18181818181818,80.45454545454545,82.72727272727273
MERAB DVALISHVILI,21-4-0,3.0,2.0,,42%,1074.0,2533.0,36%,17.0,272.0,4.31,2.48,5.84,0.3,56%,83%,0.06,16:36,646,60%,157,15%,271,25%,689,64%,194,18%,191,18%,3,14%,16,76%,2,10%,https://www.ufc.com/athlete/merab-dvalishvili,Bantamweight,31.65137614678899,57.72727272727273,61.81818181818181,54.90196078431373,77.60416666666666,97.27272727272728,50.45454545454545,45.45454545454545
CHAD ANHELIGER,13-8-0,7.0,3.0,6.0,46%,275.0,596.0,31%,,13.0,3.11,2.76,0.68,0.51,54%,38%,0.51,14:44,197,72%,38,14%,40,15%,189,69%,45,15%,54,16%,7,54%,3,23%,3,23%,https://www.ufc.com/athlete/meyson-dzhons-0,Bantamweight,53.21100917431193,48.63636363636364,40.0,40.68627450980392,8.854166666666668,33.63636363636363,68.18181818181817,77.27272727272727
MILES JOHNS,15-4-0,4.0,2.0,,44%,549.0,1236.0,27%,1.0,52.0,3.38,2.99,1.29,0.0,67%,83%,0.28,13:32,490,89%,32,6%,27,5%,432,79%,66,12%,51,9%,4,27%,9,60%,2,13%,https://www.ufc.com/athlete/miles-johns,Bantamweight,39.908256880733944,94.54545454545455,46.36363636363636,32.84313725490196,77.60416666666666,54.54545454545454,18.181818181818183,56.36363636363636
MO MILLER,1-0-0,,,,46%,28.0,61.0,80%,,5.0,1.87,1.33,4.0,0.0,61%,,0.0,15:00,22,79%,0,0%,6,21%,82,82%,14,14%,4,4%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/mo-miller,Bantamweight,53.21100917431193,82.27272727272728,15.454545454545453,95.09803921568627,,93.18181818181817,18.181818181818183,22.727272727272727
MONTEL JACKSON,16-2-0,8.0,,7.0,53%,402.0,756.0,63%,2.0,43.0,3.22,1.39,3.24,0.36,63%,68%,1.56,10:24,213,53%,104,26%,85,21%,294,73%,76,19%,50,8%,8,50%,7,44%,1,6%,https://www.ufc.com/athlete/montel-jackson,Bantamweight,78.89908256880734,88.63636363636364,42.72727272727273,88.72549019607843,51.041666666666664,84.0909090909091,55.90909090909091,96.36363636363636
