fighter_name,fight_record,wins_by_knockout,wins_by_submission,first_round_finishes,striking_accuracy,sig_strikes_landed,sig_strikes_attempted,takedown_accuracy,takedowns_landed,takedowns_attempted,sig_strikes_landed_per_min,sig_strikes_absorbed_per_min,takedown_avg_per_15min,submission_avg_per_15min,sig_strike_defense,takedown_defense,knockdown_avg,average_fight_time,sig_str_pos_standing_count,sig_str_pos_standing_pct,sig_str_pos_clinch_count,sig_str_pos_clinch_pct,sig_str_pos_ground_count,sig_str_pos_ground_pct,sig_str_target_head_count,sig_str_target_head_pct,sig_str_target_body_count,sig_str_target_body_pct,sig_str_target_leg_count,sig_str_target_leg_pct,win_ko_count,win_ko_pct,win_dec_count,win_dec_pct,win_sub_count,win_sub_pct,source_url,division
RENATO MOICANO,20-7-1,2,10,4,49%,750,1531,42%,6,48,4.17,3.57,1.67,0.50,60%,63%,0.17,09:28,616,82%,24,3%,110,15%,547,73%,132,9%,132,18%,2,10%,8,40%,10,50%,https://www.ufc.com/athlete/renato-moicano,Lightweight
RODRIGO LIDIO,0-1-0,null,null,null,50%,3,6,null,null,null,0.97,0.00,0.00,0.00,100%,50%,0.00,03:05,2,67%,1,33%,0,0%,100,100%,0,0%,0,0%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/rodrigo-lidio,Lightweight
ROLANDO BEDOYA,14-5-0,4,3,2,48%,374,782,0%,null,7,6.23,5.50,0.00,0.25,53%,75%,0.00,15:00,341,91%,33,9%,0,0%,200,53%,114,16%,114,30%,4,29%,7,50%,3,21%,https://www.ufc.com/athlete/rolando-bedoya,Lightweight
LUDOVIT KLEIN,23-5-1,9,8,10,53%,494,935,52%,4,27,3.57,3.34,1.52,0.00,53%,76%,0.54,12:34,387,78%,61,12%,46,9%,271,55%,162,33%,61,12%,9,39%,6,26%,8,35%,https://www.ufc.com/athlete/rutohito-kurain,Lightweight
SAMUEL SANCHES,1-0-0,null,null,null,75%,12,16,null,null,null,5.95,0.00,0.00,0.00,100%,100%,7.44,02:01,8,67%,4,33%,0,0%,67,67%,25,25%,8,8%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/samuel-sanches,Lightweight
SANGWOOK KIM,3-1-0,null,null,null,58%,191,330,29%,null,17,5.35,5.49,2.10,1.68,46%,71%,0.00,08:56,142,74%,30,16%,19,10%,135,71%,30,14%,30,16%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/sangwook-kim,Lightweight
SEONGCHAN HONG,0-1-0,null,null,null,56%,15,27,0%,null,5,6.57,8.76,0.00,0.00,47%,null,0.00,02:17,13,87%,2,13%,0,0%,80,80%,13,7%,13,13%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/seongchan-hong,Lightweight
SHAHEEN SANTANA,0-1-0,null,null,null,43%,9,21,0%,null,1,0.82,1.65,0.00,2.75,40%,null,0.00,10:55,8,89%,1,11%,0,0%,56,44%,56,56%,0,0%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/shaheen-santana,Lightweight
SHERRARD BLACKLEDGE,1-1-0,null,null,null,50%,111,223,33%,null,24,3.70,3.13,4.00,0.00,55%,43%,0.00,15:00,65,59%,39,35%,7,6%,68,61%,36,32%,7,6%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/sherrard-blackledge,Lightweight
SHIN HARAGUCHI,3-2-0,null,null,null,63%,130,205,52%,null,102,2.02,1.84,12.32,0.00,44%,null,0.00,12:54,36,28%,25,19%,69,53%,106,82%,14,8%,14,11%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/shin-haraguchi,Lightweight
SODIQ YUSUFF,13-5-0,6,null,5,49%,650,1326,23%,null,13,5.27,4.29,0.36,0.36,54%,63%,0.49,11:13,528,81%,73,11%,49,8%,384,59%,161,16%,161,25%,6,46%,6,46%,1,8%,https://www.ufc.com/athlete/sodiq-yusuff,Lightweight
DAMIR HADŽOVIĆ,14-8-0,7,3,4,48%,329,688,55%,null,11,3.34,3.74,0.91,0.15,59%,35%,0.30,09:52,258,78%,35,11%,36,11%,249,76%,49,15%,50,9%,7,50%,4,29%,3,21%,https://www.ufc.com/athlete/tamia-hasohitsuku,Lightweight
TERRANCE MCKINNEY,17-7-0,8,9,16,56%,193,343,40%,null,20,5.78,2.58,3.59,2.25,47%,78%,1.35,02:47,79,41%,25,13%,89,46%,165,85%,28,15%,47,0%,8,47%,0,0%,9,53%,https://www.ufc.com/athlete/terrance-mckinney,Lightweight
THIAGO MOISÉS,19-9-0,4,7,4,42%,424,1008,36%,null,42,2.48,4.08,1.31,1.14,53%,53%,0.26,10:42,302,71%,26,6%,96,23%,268,63%,97,14%,97,23%,4,21%,8,42%,7,37%,https://www.ufc.com/athlete/thiago-moises,Lightweight
THOMAS GANTT,1-0-0,null,null,null,100%,3,3,40%,null,5,1.08,0.36,10.78,5.39,67%,null,0.00,02:47,1,33%,1,33%,1,33%,100,100%,0,0%,0,0%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/thomas-gantt,Lightweight
THOMAS PAULL,0-1-0,null,null,null,33%,11,33,null,null,null,7.33,8.67,0.00,0.00,65%,null,0.00,01:30,11,100%,0,0%,0,0%,73,73%,27,0%,27,27%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/thomas-paull,Lightweight
TOFIQ MUSAYEV,22-6-0,18,2,14,33%,2,6,null,null,null,0.44,0.44,0.00,0.00,71%,40%,0.00,04:35,2,100%,0,0%,0,0%,100,0%,100,100%,82,0%,18,82%,2,9%,2,9%,https://www.ufc.com/athlete/tofiq-musayev,Lightweight
TOM NOLAN,10-1-0,5,1,5,46%,237,520,22%,null,9,5.87,4.73,0.74,1.86,48%,71%,0.74,06:44,193,81%,35,15%,9,4%,122,51%,75,32%,50,17%,5,50%,4,40%,1,10%,https://www.ufc.com/athlete/tom-nolan,Lightweight
MANUEL TORRES,16-3-0,8,7,15,60%,118,196,67%,null,3,7.87,4.20,2.00,1.00,53%,89%,4.00,02:30,79,67%,15,13%,24,20%,79,67%,29,25%,50,8%,8,50%,1,6%,7,44%,https://www.ufc.com/athlete/trevin-dzhayls-5,Lightweight
KOLTON ENGLUND,0-1-0,null,null,null,25%,5,20,0%,null,1,2.31,11.54,0.00,0.00,40%,null,0.00,02:10,5,100%,0,0%,0,0%,60,60%,20,20%,20,20%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/trevin-dzhayls-7,Lightweight
TREVOR PEEK,9-3-0,8,null,6,54%,319,591,50%,null,14,4.39,3.88,1.45,0.00,44%,53%,0.41,12:06,229,72%,56,18%,34,11%,191,60%,81,25%,89,15%,8,89%,1,11%,0,0%,https://www.ufc.com/athlete/trevor-peek,Lightweight
TREY OGDEN,18-7-0,null,11,6,50%,330,658,33%,1,40,3.20,3.49,1.89,0.73,56%,100%,0.00,14:44,302,92%,18,5%,10,3%,165,50%,103,19%,103,31%,0,0%,7,39%,11,61%,https://www.ufc.com/athlete/trey-ogden,Lightweight
VAGNER ROCHA,11-4-0,null,null,null,43%,85,200,33%,3,9,2.64,4.50,1.40,1.86,48%,50%,0.00,09:27,74,87%,1,1%,10,12%,66,66%,24,11%,24,24%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/vagner-rocha,Lightweight
VIACHESLAV BORSHCHEV,8-6-1,6,null,3,54%,526,971,0%,null,1,5.22,4.73,0.00,0.15,57%,43%,0.74,10:05,480,91%,26,5%,20,4%,271,52%,130,25%,125,24%,6,75%,2,25%,0,0%,https://www.ufc.com/athlete/viacheslav-borshchev,Lightweight
VINICIUS CENCI,0-1-0,null,null,null,48%,27,56,50%,null,2,2.90,2.69,1.61,0.00,62%,null,0.00,09:18,22,81%,5,19%,0,0%,48,48%,44,44%,7,7%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/vinicius-cenci,Lightweight
WENDRI PATILIMA,0-1-0,null,null,null,50%,2,4,null,null,null,0.31,7.64,0.00,0.00,32%,null,0.00,06:25,1,50%,0,0%,1,50%,100,100%,0,0%,0,0%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/wendri-patilima,Lightweight
YANAL ASHMOUZ,8-2-0,4,2,null,51%,133,262,38%,1,26,2.88,4.78,3.24,0.00,50%,64%,0.00,11:34,77,58%,33,25%,23,17%,86,65%,24,18%,50,17%,4,50%,2,25%,2,25%,https://www.ufc.com/athlete/yanal-ashmouz,Lightweight
