fighter_name,fight_record,wins_by_knockout,wins_by_submission,first_round_finishes,striking_accuracy,sig_strikes_landed,sig_strikes_attempted,takedown_accuracy,takedowns_landed,takedowns_attempted,sig_strikes_landed_per_min,sig_strikes_absorbed_per_min,takedown_avg_per_15min,submission_avg_per_15min,sig_strike_defense,takedown_defense,knockdown_avg,average_fight_time,sig_str_pos_standing_count,sig_str_pos_standing_pct,sig_str_pos_clinch_count,sig_str_pos_clinch_pct,sig_str_pos_ground_count,sig_str_pos_ground_pct,sig_str_target_head_count,sig_str_target_head_pct,sig_str_target_body_count,sig_str_target_body_pct,sig_str_target_leg_count,sig_str_target_leg_pct,win_ko_count,win_ko_pct,win_dec_count,win_dec_pct,win_sub_count,win_sub_pct,source_url,division
KETLEN VIEIRA,15-4-0,2,4,3,41%,566,1371,44%,8,39,2.84,3.72,1.28,0.53,51%,90%,0.00,15:19,429,76%,99,17%,38,7%,437,77%,81,14%,48,8%,2,13%,9,60%,4,27%,https://www.ufc.com/athlete/ketlen-vieira,Women's Featherweight
TANEISHA TENNANT,5-1-0,null,null,null,56%,85,153,0%,null,7,5.67,3.40,0.00,0.00,72%,100%,0.00,15:00,77,91%,2,2%,6,7%,34,34%,52,14%,52,52%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/taneisha-tennant,Women's Featherweight
