fighter_name,fight_record,wins_by_knockout,wins_by_submission,first_round_finishes,striking_accuracy,sig_strikes_landed,sig_strikes_attempted,takedown_accuracy,takedowns_landed,takedowns_attempted,sig_strikes_landed_per_min,sig_strikes_absorbed_per_min,takedown_avg_per_15min,submission_avg_per_15min,sig_strike_defense,takedown_defense,knockdown_avg,average_fight_time,sig_str_pos_standing_count,sig_str_pos_standing_pct,sig_str_pos_clinch_count,sig_str_pos_clinch_pct,sig_str_pos_ground_count,sig_str_pos_ground_pct,sig_str_target_head_count,sig_str_target_head_pct,sig_str_target_body_count,sig_str_target_body_pct,sig_str_target_leg_count,sig_str_target_leg_pct,win_ko_count,win_ko_pct,win_dec_count,win_dec_pct,win_sub_count,win_sub_pct,source_url,division
EMRAH SONMEZ,0-1-0,null,null,null,47%,22,47,22%,null,23,1.47,1.73,5.00,0.00,48%,null,0.00,15:00,12,55%,2,9%,8,36%,86,86%,14,14%,0,0%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/emrah-sonmez,Featherweight
ERIK SILVA,9-3-0,3,4,7,70%,33,47,80%,3,5,2.07,1.57,3.76,0.00,40%,63%,0.00,05:19,14,42%,7,21%,12,36%,73,73%,18,18%,33,9%,3,33%,2,22%,4,44%,https://www.ufc.com/athlete/erik-silva,Featherweight
FENG PENGCHAO,0-0-0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,00:00,0,0,0,0,0,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/feng-pengchao,Featherweight
FRANCIS MARSHALL,8-3-0,1,4,2,33%,246,745,45%,1,29,3.46,4.10,2.75,0.42,54%,67%,0.42,11:50,223,91%,5,2%,18,7%,216,88%,16,6%,16,7%,1,13%,3,38%,4,50%,https://www.ufc.com/athlete/francis-marshall,Featherweight
FREDDY EMILIANO LINARES,0-1-0,null,null,null,29%,17,59,0%,null,2,1.17,3.59,0.00,0.00,27%,33%,0.00,14:30,9,53%,7,41%,1,6%,53,53%,35,35%,12,12%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/freddy-emiliano-linares,Featherweight
GABRIEL SANTOS,12-2-0,3,5,4,61%,223,368,54%,5,24,4.35,4.31,3.80,1.17,45%,88%,0.29,12:50,167,75%,23,10%,33,15%,125,56%,56,25%,42,19%,3,25%,4,33%,5,42%,https://www.ufc.com/athlete/gabriel-santos,Featherweight
GAVIN TUCKER,13-3-0,4,6,4,45%,309,691,44%,1,34,4.29,4.18,3.13,1.46,57%,54%,0.00,10:17,247,80%,49,16%,13,4%,189,61%,78,25%,42,14%,4,31%,3,23%,6,46%,https://www.ufc.com/athlete/gavin-tucker,Featherweight
GIGA CHIKADZE,15-5-0,9,1,9,43%,615,1439,33%,1,6,3.82,3.48,0.19,0.19,60%,65%,0.56,13:24,553,90%,13,2%,49,8%,365,59%,152,25%,98,16%,9,60%,5,33%,1,7%,https://www.ufc.com/athlete/giga-chikadze,Featherweight
HYDER AMIL,11-1-0,6,1,2,57%,265,464,20%,1,10,6.84,4.18,0.77,1.16,52%,81%,0.39,07:45,213,80%,26,10%,26,10%,168,63%,65,25%,55,12%,6,55%,4,36%,1,9%,https://www.ufc.com/athlete/hyder-amil,Featherweight
ISAAC DULGARIAN,7-1-0,4,3,6,64%,98,153,53%,1,19,3.37,1.82,5.15,2.06,41%,null,0.00,09:42,19,19%,1,1%,78,80%,92,92%,6,2%,57,6%,4,57%,0,0%,3,43%,https://www.ufc.com/athlete/isaac-dulgarian,Featherweight
JACK JENKINS,14-4-0,6,3,3,61%,406,664,60%,4,20,4.48,2.95,1.98,0.17,59%,72%,0.50,12:58,277,68%,45,11%,84,21%,222,55%,96,24%,88,22%,6,43%,5,36%,3,21%,https://www.ufc.com/athlete/jack-jenkins,Featherweight
JAIR FARIAS,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://www.ufc.com/athlete/jair-farias,Featherweight
JAMALL EMMERS,21-8-0,9,3,6,49%,423,862,41%,7,22,5.45,4.07,1.74,0.19,57%,80%,0.77,08:38,344,81%,50,12%,29,7%,242,57%,124,29%,57,13%,9,43%,9,43%,3,14%,https://www.ufc.com/athlete/jamall-emmers,Featherweight
JAVIER REYES,1-0-0,null,null,null,47%,21,45,null,null,null,8.29,0.79,0.00,0.00,78%,50%,5.92,02:32,15,71%,4,19%,2,10%,76,76%,24,24%,0,0%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/javier-reyes,Featherweight
JEAN SILVA,16-3-0,12,3,10,51%,287,559,50%,1,4,4.79,4.69,0.50,0.75,54%,79%,1.25,08:34,241,84%,34,12%,12,4%,199,69%,75,26%,75,5%,12,75%,1,6%,3,19%,https://www.ufc.com/athlete/jean-silva,Featherweight
JEONGYEONG LEE,11-3-0,4,3,5,49%,160,324,67%,null,3,3.38,3.82,0.63,0.32,51%,73%,0.32,07:54,112,70%,29,18%,19,12%,107,67%,38,24%,36,9%,4,36%,4,36%,3,27%,https://www.ufc.com/athlete/jeongyeong-lee,Featherweight
JOHN CASTANEDA,21-8-0,8,6,7,51%,512,1011,37%,null,35,4.42,4.94,1.68,0.13,54%,74%,0.52,12:52,448,88%,36,7%,28,5%,291,57%,140,16%,140,27%,8,38%,7,33%,6,29%,https://www.ufc.com/athlete/john-castaneda,Featherweight
JOOSANG YOO,9-1-0,4,1,4,75%,6,8,null,null,null,12.86,4.29,0.00,0.00,50%,null,32.14,00:28,5,83%,0,0%,1,17%,67,67%,33,0%,44,33%,4,44%,4,44%,1,11%,https://www.ufc.com/athlete/joo-sang-yoo,Featherweight
JOSE DELANO,1-0-0,null,null,null,66%,146,222,0%,null,1,9.73,2.53,0.00,0.00,73%,60%,0.00,15:00,139,95%,7,5%,0,0%,96,66%,42,29%,8,5%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/jose-delano,Featherweight
JOSE MIGUEL DELGADO,10-1-0,6,4,7,50%,70,141,60%,null,5,7.13,3.67,4.58,0.00,55%,71%,4.58,03:16,46,66%,9,13%,15,21%,67,67%,29,29%,60,4%,6,60%,0,0%,4,40%,https://www.ufc.com/athlete/jose-delgado,Featherweight
JOSH EMMETT,19-6-0,7,2,7,36%,772,2155,38%,9,40,3.75,4.46,1.09,0.07,60%,47%,0.87,13:44,651,84%,43,6%,78,10%,494,64%,163,21%,115,15%,7,37%,10,53%,2,11%,https://www.ufc.com/athlete/josh-emmett,Featherweight
JULIAN EROSA,31-13-0,12,14,9,49%,892,1835,44%,3,39,6.21,6.27,1.78,0.73,49%,62%,0.21,07:59,694,78%,142,16%,56,6%,586,66%,218,24%,88,10%,12,39%,5,16%,14,45%,https://www.ufc.com/athlete/julian-erosa,Featherweight
JUSTIN GONZALES,9-0-0,null,null,null,80%,100,125,74%,null,19,6.67,0.87,14.00,0.00,43%,100%,0.00,15:00,5,5%,48,48%,47,47%,65,65%,28,7%,28,28%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/justin-gonzales,Featherweight
KAAN OFLI,12-4-1,2,6,6,46%,43,94,0%,null,6,2.00,2.93,0.00,0.00,60%,null,0.00,10:45,25,58%,18,42%,0,0%,40,35%,40,40%,26,26%,2,17%,4,33%,6,50%,https://www.ufc.com/athlete/kaan-ofli,Featherweight
KALEIO ROMERO,0-1-0,null,null,null,49%,39,80,8%,null,12,2.60,3.27,1.00,1.00,51%,null,0.00,15:00,23,59%,12,31%,4,10%,64,64%,28,8%,28,28%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/kaleio-romero,Featherweight
KEISUKE SASU,1-2-0,null,null,null,49%,66,134,40%,null,15,2.76,2.42,3.76,1.88,48%,62%,0.00,07:59,53,80%,12,18%,1,2%,42,42%,38,20%,38,38%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/keisuke-sasu,Featherweight
KEVIN VALLEJOS,16-1-0,11,2,8,46%,223,489,33%,null,6,6.28,5.23,0.84,0.00,57%,83%,0.84,08:53,210,94%,11,5%,2,1%,121,54%,77,35%,73,11%,11,73%,2,13%,2,13%,https://www.ufc.com/athlete/kevin-vallejos,Featherweight
LUCAS ALMEIDA,15-4-0,9,5,9,40%,327,824,0%,null,1,4.94,5.04,0.00,0.00,45%,54%,0.68,11:03,293,90%,10,3%,24,7%,182,56%,83,19%,83,25%,9,60%,1,7%,5,33%,https://www.ufc.com/athlete/kori-makkenna-11,Featherweight
JOANDERSON BRITO,17-5-1,8,7,10,50%,194,388,68%,2,19,2.48,2.49,2.49,0.96,43%,56%,0.19,08:42,117,60%,24,12%,53,27%,105,54%,57,16%,57,29%,8,47%,2,12%,7,41%,https://www.ufc.com/athlete/kori-makkenna-3,Featherweight
KOYA KANDA,1-1-0,null,null,null,41%,109,265,18%,null,22,3.63,2.90,2.00,0.00,53%,100%,0.00,15:00,93,85%,15,14%,1,1%,52,48%,39,17%,39,36%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/koya-kanda,Featherweight
KURTIS CAMPBELL,1-0-0,null,null,null,78%,7,9,40%,null,5,5.25,1.50,22.50,0.00,60%,100%,0.00,01:20,2,29%,2,29%,3,43%,57,57%,43,43%,0,0%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/kurtis-campbell,Featherweight
KYLE DRISCOLL,12-3-0,null,null,null,33%,41,125,18%,null,11,2.73,2.60,2.00,0.00,59%,null,0.00,15:00,39,95%,2,5%,0,0%,54,54%,24,24%,22,22%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/kyle-driscoll,Featherweight
KYLE REYES,0-0-0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://www.ufc.com/athlete/kyle-reyes,Featherweight
LAZAR STOJADINOVIC,12-6-0,null,null,null,29%,12,41,0%,null,1,1.82,1.97,0.00,0.00,59%,null,0.00,06:35,11,92%,1,8%,0,0%,50,33%,50,50%,25,17%,3,25%,4,33%,5,42%,https://www.ufc.com/athlete/lazar-stojadinovic,Featherweight
LERONE MURPHY,17-0-1,8,null,7,54%,618,1145,54%,null,24,4.48,2.51,1.41,0.54,62%,51%,0.33,13:47,488,79%,69,11%,61,10%,404,65%,128,21%,86,14%,8,47%,9,53%,0,0%,https://www.ufc.com/athlete/lerone-murphy,Featherweight
LERRYAN DOUGLAS,1-0-0,null,null,null,88%,7,8,null,null,null,11.67,5.00,0.00,0.00,67%,null,50.00,00:36,7,100%,0,0%,0,0%,57,57%,43,0%,43,43%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/lerryan-douglas,Featherweight
