S/T name,SA4 code,SA4 name,SA3 code,SA3 name,SA2 code,SA2 name,0–4,5–9,10–14,Total persons,Child_count ,child_density_per_100
Victoria,212,Melbourne - South East,21201,Cardinia,212011552,Pakenham - South West,2033,2293,2395,28217,6721,23.8190
Victoria,212,Melbourne - South East,21202,Casey - North,212021293,Berwick - North,1200,1291,1430,23797,3921,16.4769
Victoria,212,Melbourne - South East,21202,Casey - North,212021295,Doveton,967,793,702,12792,2462,19.2464
Victoria,212,Melbourne - South East,21202,Casey - North,212021297,Hallam,772,840,770,11944,2382,19.9431
Victoria,212,Melbourne - South East,21202,Casey - North,212021299,Narre Warren North,291,461,581,8184,1333,16.2879
Victoria,212,Melbourne - South East,21202,Casey - North,212021453,Endeavour Hills - North,597,652,687,12150,1936,15.9342
Victoria,212,Melbourne - South East,21202,Casey - North,212021454,Endeavour Hills - South,712,846,761,13594,2319,17.0590
Victoria,212,Melbourne - South East,21202,Casey - North,212021455,Narre Warren - North East,832,842,893,13643,2567,18.8155
Victoria,212,Melbourne - South East,21202,Casey - North,212021456,Narre Warren - South West,1074,968,904,15452,2946,19.0655
Victoria,212,Melbourne - South East,21202,Casey - North,212021553,Berwick - South East,1099,1567,1857,20002,4523,22.6127
Victoria,212,Melbourne - South East,21202,Casey - North,212021554,Berwick - South West,909,1041,1085,12791,3035,23.7276
Victoria,212,Melbourne - South East,21203,Casey - South,212031300,Cranbourne,1553,1541,1320,22544,4414,19.5795
Victoria,212,Melbourne - South East,21203,Casey - South,212031303,Cranbourne South,2433,2145,1644,24578,6222,25.3153
Victoria,212,Melbourne - South East,21203,Casey - South,212031304,Cranbourne West,2256,2219,1951,24902,6426,25.8052
Victoria,212,Melbourne - South East,21203,Casey - South,212031306,Lynbrook - Lyndhurst,1269,1597,1613,19435,4479,23.0461
Victoria,212,Melbourne - South East,21203,Casey - South,212031308,Pearcedale - Tooradin,513,539,512,8253,1564,18.9507
Victoria,212,Melbourne - South East,21203,Casey - South,212031457,Narre Warren South - East,596,822,1034,13030,2452,18.8181
Victoria,212,Melbourne - South East,21203,Casey - South,212031458,Narre Warren South - West,1157,1223,1321,17141,3701,21.5915
Victoria,212,Melbourne - South East,21203,Casey - South,212031555,Clyde North - North,1069,1296,1250,13155,3615,27.4800
Victoria,212,Melbourne - South East,21203,Casey - South,212031556,Clyde North - South,2701,2512,1987,24609,7200,29.2576
Victoria,212,Melbourne - South East,21203,Casey - South,212031557,Cranbourne East - North,1943,2231,2093,25149,6267,24.9195
Victoria,212,Melbourne - South East,21203,Casey - South,212031558,Cranbourne East - South,1496,1416,1076,15112,3988,26.3896
Victoria,212,Melbourne - South East,21203,Casey - South,212031559,Cranbourne North - East,1029,1275,1255,13678,3559,26.0199
Victoria,212,Melbourne - South East,21203,Casey - South,212031560,Cranbourne North - West,837,906,886,12329,2629,21.3237
Victoria,212,Melbourne - South East,21203,Casey - South,212031561,Hampton Park - East,951,972,918,13383,2841,21.2284
Victoria,212,Melbourne - South East,21203,Casey - South,212031562,Hampton Park - West,953,895,933,13768,2781,20.1990
Victoria,212,Melbourne - South East,21204,Dandenong,212041309,Clarinda - Oakleigh South,510,619,653,11752,1782,15.1634
Victoria,212,Melbourne - South East,21204,Dandenong,212041310,Clayton South,804,659,589,15138,2052,13.5553
Victoria,212,Melbourne - South East,21204,Dandenong,212041312,Dandenong North,1366,1347,1282,23300,3995,17.1459
Victoria,212,Melbourne - South East,21204,Dandenong,212041313,Dingley Village,507,598,709,10754,1814,16.8681
Victoria,212,Melbourne - South East,21204,Dandenong,212041316,Noble Park North,407,433,437,7651,1277,16.6906
Victoria,212,Melbourne - South East,21204,Dandenong,212041317,Springvale,1173,1105,1028,24111,3306,13.7116
Victoria,212,Melbourne - South East,21204,Dandenong,212041318,Springvale South,608,731,726,13139,2065,15.7166
Victoria,212,Melbourne - South East,21204,Dandenong,212041459,Noble Park - East,852,694,511,13699,2057,15.0157
Victoria,212,Melbourne - South East,21204,Dandenong,212041460,Noble Park - West,1110,1073,955,20330,3138,15.4353
Victoria,212,Melbourne - South East,21204,Dandenong,212041563,Dandenong - North,1733,1382,1289,23067,4404,19.0922
Victoria,212,Melbourne - South East,21204,Dandenong,212041564,Dandenong - South,732,702,716,10032,2150,21.4314
Victoria,212,Melbourne - South East,21204,Dandenong,212041565,Keysborough - North,697,819,844,15095,2360,15.6343
Victoria,212,Melbourne - South East,21204,Dandenong,212041566,Keysborough - South,1026,1249,1255,16874,3530,20.9198
Victoria,212,Melbourne - South East,21205,Monash,212051319,Ashwood - Chadstone,1127,1061,1106,20947,3294,15.7254
Victoria,212,Melbourne - South East,21205,Monash,212051321,Glen Waverley - East,749,1358,1723,22689,3830,16.8804
Victoria,212,Melbourne - South East,21205,Monash,212051322,Glen Waverley - West,745,1325,1619,23202,3689,15.8995
Victoria,212,Melbourne - South East,21205,Monash,212051323,Mount Waverley - North,688,936,1225,17214,2849,16.5505
Victoria,212,Melbourne - South East,21205,Monash,212051324,Mount Waverley - South,845,1265,1321,20581,3431,16.6707
Victoria,212,Melbourne - South East,21205,Monash,212051325,Mulgrave,1048,1200,1261,20981,3509,16.7247
Victoria,212,Melbourne - South East,21205,Monash,212051326,Oakleigh - Huntingdale,1255,1251,1139,25104,3645,14.5196
Victoria,212,Melbourne - South East,21205,Monash,212051327,Wheelers Hill,654,1081,1364,21285,3099,14.5595
Victoria,212,Melbourne - South East,21205,Monash,212051567,Clayton (North) - Notting Hill,251,240,210,14143,701,4.9565
Victoria,212,Melbourne - South East,21205,Monash,212051568,Clayton - Central,585,328,325,15034,1238,8.2347
Victoria,213,Melbourne - West,21301,Brimbank,213011328,Ardeer - Albion,514,402,311,7908,1227,15.5159
Victoria,213,Melbourne - West,21301,Brimbank,213011329,Cairnlea,462,590,702,10045,1754,17.4614
Victoria,213,Melbourne - West,21301,Brimbank,213011331,Delahey,404,425,428,8008,1257,15.6968
Victoria,213,Melbourne - West,21301,Brimbank,213011332,Keilor Downs,658,649,689,13068,1996,15.2740
Victoria,213,Melbourne - West,21301,Brimbank,213011333,Kings Park (Vic.),762,770,870,13931,2402,17.2421
Victoria,213,Melbourne - West,21301,Brimbank,213011334,St Albans - North,1139,1113,1042,21002,3294,15.6842
Victoria,213,Melbourne - West,21301,Brimbank,213011335,St Albans - South,864,843,892,17764,2599,14.6307
Victoria,213,Melbourne - West,21301,Brimbank,213011336,Sunshine,591,532,492,10104,1615,15.9838
Victoria,213,Melbourne - West,21301,Brimbank,213011337,Sunshine North,692,638,645,12503,1975,15.7962
Victoria,213,Melbourne - West,21301,Brimbank,213011338,Sunshine West,1063,1026,990,18790,3079,16.3864
Victoria,213,Melbourne - West,21301,Brimbank,213011339,Sydenham,664,639,641,11972,1944,16.2379
Victoria,213,Melbourne - West,21301,Brimbank,213011340,Taylors Lakes,678,770,866,16999,2314,13.6126
Victoria,213,Melbourne - West,21301,Brimbank,213011569,Deer Park,1209,1204,1157,18447,3570,19.3527
Victoria,213,Melbourne - West,21301,Brimbank,213011570,Derrimut,614,764,854,8913,2232,25.0421
Victoria,213,Melbourne - West,21302,Hobsons Bay,213021341,Altona,776,871,828,14232,2475,17.3904
Victoria,213,Melbourne - West,21302,Hobsons Bay,213021342,Altona Meadows,1078,1076,904,18793,3058,16.2720
Victoria,213,Melbourne - West,21302,Hobsons Bay,213021343,Altona North,1204,1054,863,15914,3121,19.6117
Victoria,213,Melbourne - West,21302,Hobsons Bay,213021344,Newport,1365,1365,1279,19943,4009,20.1023
Victoria,213,Melbourne - West,21302,Hobsons Bay,213021345,Seabrook,300,405,323,4963,1028,20.7133
Victoria,213,Melbourne - West,21302,Hobsons Bay,213021346,Williamstown,647,874,1172,16920,2693,15.9161
Victoria,213,Melbourne - West,21303,Maribyrnong,213031347,Braybrook,1159,939,907,20699,3005,14.5176
Victoria,213,Melbourne - West,21303,Maribyrnong,213031348,Footscray,907,634,565,20756,2106,10.1465
Victoria,213,Melbourne - West,21303,Maribyrnong,213031349,Maribyrnong,607,497,522,13818,1626,11.7673
Victoria,213,Melbourne - West,21303,Maribyrnong,213031350,Seddon - Kingsville,661,555,533,9782,1749,17.8798
Victoria,213,Melbourne - West,21303,Maribyrnong,213031351,West Footscray - Tottenham,928,772,675,12953,2375,18.3355
Victoria,213,Melbourne - West,21303,Maribyrnong,213031352,Yarraville,939,965,913,16243,2817,17.3429
Victoria,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041353,Bacchus Marsh,1811,1822,1836,26576,5469,20.5787
Victoria,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041358,Melton West,1783,1982,1859,22691,5624,24.7852
Victoria,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041359,Rockbank - Mount Cottrell,3399,2983,2034,31389,8416,26.8119
Victoria,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041360,Taylors Hill,983,1378,1899,19856,4260,21.4545
Victoria,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041461,Burnside,361,440,494,6449,1295,20.0806
Victoria,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041462,Burnside Heights,366,607,726,6499,1699,26.1425
Victoria,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041463,Caroline Springs,1154,1386,1668,21022,4208,20.0171
Victoria,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041571,Brookfield,864,932,827,10408,2623,25.2018
Victoria,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041572,Cobblebank - Strathtulloh,1499,1434,883,11760,3816,32.4490
Victoria,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041573,Eynesbury - Exford,349,384,355,3933,1088,27.6634
Victoria,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041574,Fraser Rise - Plumpton,2017,1828,1603,20730,5448,26.2808
Victoria,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041575,Hillside,852,887,1089,16120,2828,17.5434
Victoria,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041576,Kurunjang - Toolern Vale,891,895,908,12069,2694,22.3217
Victoria,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041577,Melton,478,465,510,8046,1453,18.0587
Victoria,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041578,Melton South - Weir Views,2158,2275,1828,21758,6261,28.7756
Victoria,213,Melbourne - West,21305,Wyndham,213051361,Hoppers Crossing - North,1106,1134,1192,18410,3432,18.6420
Victoria,213,Melbourne - West,21305,Wyndham,213051362,Hoppers Crossing - South,1069,1168,1286,18967,3523,18.5744
Victoria,213,Melbourne - West,21305,Wyndham,213051363,Laverton,948,819,680,12754,2447,19.1861
Victoria,213,Melbourne - West,21305,Wyndham,213051368,Werribee - South,1097,1128,1206,17937,3431,19.1281
Victoria,213,Melbourne - West,21305,Wyndham,213051464,Point Cook - East,1635,1989,1959,21519,5583,25.9445
Victoria,213,Melbourne - West,21305,Wyndham,213051466,Point Cook - South,1557,2359,2340,20596,6256,30.3748
Victoria,213,Melbourne - West,21305,Wyndham,213051467,Werribee - East,1217,1153,1115,19124,3485,18.2232
Victoria,213,Melbourne - West,21305,Wyndham,213051468,Werribee - West,2857,2544,1952,30552,7353,24.0672
Victoria,213,Melbourne - West,21305,Wyndham,213051579,Manor Lakes - Quandong,1306,1341,1115,12575,3762,29.9165
Victoria,213,Melbourne - West,21305,Wyndham,213051580,Point Cook - North East,765,996,1179,14817,2940,19.8421
Victoria,213,Melbourne - West,21305,Wyndham,213051581,Point Cook - North West,720,815,894,10165,2429,23.8957
Victoria,213,Melbourne - West,21305,Wyndham,213051582,Tarneit (West) - Mount Cottrell,2100,2048,1434,17173,5582,32.5045
Victoria,213,Melbourne - West,21305,Wyndham,213051583,Tarneit - Central,2472,2690,2580,29462,7742,26.2779
Victoria,213,Melbourne - West,21305,Wyndham,213051584,Tarneit - North,1713,1543,1077,13485,4333,32.1320
Victoria,213,Melbourne - West,21305,Wyndham,213051585,Tarneit - South,982,1140,1010,11708,3132,26.7509
Victoria,213,Melbourne - West,21305,Wyndham,213051586,Truganina - North,1552,1422,1103,14287,4077,28.5364
Victoria,213,Melbourne - West,21305,Wyndham,213051587,Truganina - South East,1007,1115,858,10689,2980,27.8791
Victoria,213,Melbourne - West,21305,Wyndham,213051588,Truganina - South West,1902,2059,1852,20356,5813,28.5567
Victoria,213,Melbourne - West,21305,Wyndham,213051589,Wyndham Vale - North,1480,1308,913,13138,3701,28.1702
Victoria,213,Melbourne - West,21305,Wyndham,213051590,Wyndham Vale - South,986,1188,1136,14163,3310,23.3708
